Right, Wrong, Bool
5906,4095,0
7666,2335,0
8587,1414,0
8841,1160,1
9383,618,1
9357,644,1
9525,476,1
9464,537,1
9483,518,1
9605,396,1
9449,552,0
9288,713,1
9557,444,1
9528,473,1
9476,525,1
9573,428,1
9465,536,1
9558,443,1
9734,267,0
9483,518,1
9714,287,1
9626,375,1
9526,475,1
