I0,I1,I2,States
0.4835272,0.6052528,0.3173217,False
0.4822779,0.5831783,0.3762569,False
0.4976026,0.5667975,0.4421988,False
0.4871539,0.5573148,0.4958397,False
0.4799903,0.5475674,0.5656499,False
0.4733406,0.5378918,0.6294491,False
0.4376014,0.5228692,0.7005449,False
0.4395214,0.5004943,0.7545929,False
0.4207065,0.4701622,0.7989321,False
0.3773088,0.4208163,0.844627,False
0.3164895,0.3216637,0.8731865,False
0.1359423,0.5566374,0.4127355,False
0.1891412,0.5481372,0.344821,False
0.2545186,0.5682882,0.2931366,False
0.3325946,0.59671,0.246097,False
0.3992809,0.6249887,0.2061459,False
0.4553902,0.6949271,0.1660508,False
0.5180056,0.8426952,0.1423314,False
0.5507956,0.9511283,0.1447094,False
0.5704039,0.7677279,0.1776555,False
0.5931534,0.676648,0.2319966,False
0.604496,0.63454,0.2896699,False
0.6077975,0.6018609,0.3641863,False
0.6025963,0.57579,0.437907,False
0.6007248,0.5525715,0.5115982,False
0.5883486,0.5345948,0.5875033,False
0.5163389,0.5148711,0.6713175,False
0.481292,0.4763192,0.7492643,False
0.4395586,0.4443718,0.7853957,False
0.3694139,0.4006322,0.8327035,False
0.3079011,0.2543769,0.8650301,False
0.2333795,0.05519972,0.8527312,False
0.153749,0.1306413,0.8125054,False
0.2450473,0.5684677,0.2762763,False
0.288102,0.5850173,0.2486436,False
0.3177469,0.6035451,0.227213,False
0.3630084,0.6521091,0.1964885,False
0.4090796,0.7663234,0.1688227,False
0.4372575,0.9977094,0.1602018,False
0.4604017,0.7970049,0.173891,False
0.4744535,0.6825154,0.2051503,False
0.4966377,0.6315636,0.247206,False
0.5287834,0.589799,0.3259056,False
0.5590714,0.5630031,0.3939864,False
0.5488062,0.5494582,0.4453454,False
0.5373853,0.5349659,0.5257673,False
0.5017207,0.5165636,0.6110472,False
0.4693009,0.4929787,0.6763319,False
0.4207864,0.4663749,0.7230139,False
0.3643903,0.4388503,0.7649887,False
0.3105342,0.3817053,0.8179769,False
0.2536752,0.232132,0.8541465,False
0.1862601,0.06368598,0.8638265,False
0.120852,0.3920557,0.854568,False
0.1350303,0.6041536,0.3100963,False
0.13472,0.6356807,0.3072012,False
0.1507914,0.6644844,0.2983395,False
0.178979,0.6905549,0.2790901,False
0.1933608,0.7204885,0.2730927,False
0.2025096,0.7725124,0.2677097,False
0.2222091,0.8276896,0.257154,False
0.2110064,0.8562599,0.2810139,False
0.2030639,0.8817374,0.3011027,False
0.2271978,0.981823,0.277872,False
0.2572313,0.9046472,0.2779928,False
0.2867652,0.829495,0.2701388,False
0.3399513,0.7105098,0.2692376,False
0.4025542,0.6400187,0.2858599,False
0.4305867,0.5923662,0.3243759,False
0.4440062,0.554777,0.3807015,False
0.4431085,0.5338053,0.418087,False
0.4457174,0.5190662,0.4597096,False
0.4257303,0.5020674,0.5274385,False
0.3994183,0.4874117,0.5811509,False
0.3845495,0.4789927,0.6193169,False
0.340835,0.4712774,0.6795055,False
0.2619484,0.7295171,0.2363853,False
0.3128928,0.7780413,0.2150972,False
0.3588227,0.8523073,0.1989617,False
0.3839869,0.9392503,0.1933385,False
0.4300506,0.9096462,0.2009477,False
0.4773045,0.7813219,0.2284653,False
0.4913273,0.704827,0.2668209,False
0.5143822,0.6412321,0.3175033,False
0.5191865,0.5971526,0.3665944,False
0.5090977,0.5578481,0.4210011,False
0.4907362,0.5378799,0.4759946,False
0.4580597,0.5182251,0.5396625,False
0.4552599,0.4819162,0.6009451,False
0.4181649,0.4540735,0.6401476,False
0.3864881,0.4204304,0.6850367,False
0.3517334,0.3817031,0.7151445,False
0.2781605,0.3378893,0.7366385,False
0.3133776,0.6656748,0.2180768,False
0.3835941,0.7245153,0.1899914,False
0.4410459,0.8203743,0.1789403,False
0.476445,0.9816008,0.1857096,False
0.5254667,0.8677405,0.2121294,False
0.5379947,0.7692643,0.2538826,False
0.5196404,0.7111889,0.3002516,False
0.5077401,0.6658016,0.3499792,False
0.4911173,0.6163951,0.4064043,False
0.4623426,0.5827471,0.4495372,False
0.4361705,0.557706,0.486256,False
0.4022113,0.5298408,0.5506197,False
0.3938417,0.4988384,0.6097758,False
0.4019063,0.4718424,0.6325257,False
0.3927901,0.4491625,0.673415,False
0.3707957,0.4262249,0.7187822,False
0.3343054,0.4058035,0.7607561,False
0.2907209,0.36459,0.7980364,False
0.2175704,0.6290414,0.317724,False
0.2917935,0.635699,0.2730254,False
0.362532,0.6652229,0.2419244,False
0.4080232,0.7373588,0.2211746,False
0.4506353,0.8440107,0.2059553,False
0.5187508,0.994485,0.2018367,False
0.5932578,0.8140922,0.2194352,False
0.6099609,0.7161402,0.2590422,False
0.585845,0.659685,0.3152165,False
0.5550327,0.6247489,0.3699727,False
0.5202634,0.5987124,0.426704,False
0.4844566,0.5741984,0.4778445,False
0.4407959,0.5442048,0.5285109,False
0.4254673,0.5152984,0.5712738,False
0.4194919,0.4911641,0.6117317,False
0.4175967,0.4644676,0.6584309,False
0.3825701,0.4443624,0.6941809,False
0.3438054,0.4104843,0.7323017,False
0.3121155,0.3659815,0.7582298,False
0.2584227,0.309936,0.7805313,False
0.3455729,0.6552745,0.16536,False
0.4063523,0.7824317,0.1494664,False
0.4410364,0.9651377,0.1490545,False
0.4930433,0.8427457,0.1670473,False
0.5321078,0.7289972,0.2034622,False
0.5516376,0.6623196,0.257276,False
0.5783397,0.6254119,0.3176953,False
0.5662042,0.6018648,0.3739296,False
0.5444826,0.577978,0.4320066,False
0.5480517,0.5497913,0.5020882,False
0.5528138,0.5326677,0.5727886,False
0.521592,0.5260734,0.6295726,False
0.4787484,0.5087159,0.6953275,False
0.4556727,0.476263,0.7612292,False
0.4085692,0.4348367,0.7975742,False
0.3396084,0.3728654,0.8233904,False
0.2709386,0.1741173,0.8430567,False
0.2078242,0.1212434,0.8409556,False
0.4068828,0.6685763,0.2328725,False
0.4399914,0.7469419,0.2143848,False
0.5016515,0.8669119,0.2034329,False
0.5322792,0.9371444,0.2073469,False
0.5715499,0.7618811,0.2386593,False
0.5888278,0.6858712,0.2762604,False
0.5796105,0.6380665,0.3319452,False
0.5934861,0.6147995,0.3827484,False
0.5703235,0.5930511,0.4402635,False
0.5367674,0.5779262,0.5007082,False
0.4781745,0.5540788,0.5540717,False
0.4635192,0.5317313,0.6143634,False
0.4688035,0.5267201,0.6738086,False
0.4562836,0.5073517,0.7390333,False
0.4217682,0.4918586,0.7769094,False
0.3697273,0.4707074,0.8003764,False
0.311152,0.383515,0.8280343,False
0.2461486,0.06770121,0.8340201,False
0.1611279,0.2163936,0.8325079,False
0.07616854,0.352903,0.7640433,False
0.04053841,0.4094801,0.4729672,False
0.06861463,0.4798552,0.2003077,False
0.1166013,0.5054872,0.1627391,False
0.1517283,0.5059655,0.1646823,False
0.1778137,0.4929594,0.1725229,False
0.1916257,0.5824412,0.3380654,False
0.2505555,0.5955696,0.2924502,False
0.3068038,0.6107367,0.256293,False
0.3608408,0.640458,0.2198641,False
0.3982267,0.6813979,0.1931435,False
0.4359371,0.789189,0.1710868,False
0.4848987,0.9789494,0.1666757,False
0.5407727,0.8271766,0.1898402,False
0.5810529,0.7244894,0.2365551,False
0.5613943,0.6729348,0.2922257,False
0.517421,0.6452232,0.3471467,False
0.4825763,0.6377753,0.4081526,False
0.485305,0.6108453,0.4571989,False
0.4937213,0.5607688,0.5095902,False
0.4924713,0.5388729,0.5784588,False
0.4928317,0.5239046,0.653179,False
0.4925208,0.490036,0.7160552,False
0.4650463,0.4580191,0.7573069,False
0.4041933,0.4087096,0.8099248,False
0.3398503,0.3125366,0.8513945,False
0.2664735,0.1866868,0.8677383,False
0.183176,0.1651039,0.8824762,False
0.1052788,0.5939956,0.9176373,False
0.03943539,0.713333,0.6726977,False
0.06935653,0.7073582,0.2717938,False
0.1068184,0.6365681,0.1666923,False
0.1511087,0.5227277,0.135125,False
0.1791672,0.4697,0.1384439,False
0.1902021,0.4258128,0.1550085,False
0.1968481,0.382585,0.1640271,False
0.1049911,0.6340605,0.25365,False
0.1355611,0.683095,0.2322535,False
0.1803328,0.7071351,0.2064333,False
0.2220306,0.7397726,0.1849539,False
0.2623654,0.8134789,0.1696705,False
0.3324546,0.9703218,0.1631146,False
0.3957452,0.871617,0.1688891,False
0.4154536,0.7737201,0.1927411,False
0.4428475,0.712727,0.2319565,False
0.4639489,0.6727154,0.2722975,False
0.4749965,0.6394376,0.3288535,False
0.4784136,0.6131023,0.3905732,False
0.4570162,0.5888209,0.4479941,False
0.4426704,0.5684679,0.4924437,False
0.4378923,0.5523926,0.537461,False
0.4255785,0.5324502,0.5997031,False
0.3961761,0.5119851,0.6639628,False
0.3724281,0.4882444,0.7061648,False
0.351758,0.4444399,0.7469192,False
0.3167646,0.397868,0.7825316,False
0.2611947,0.3551797,0.8172247,False
0.1926763,0.6330814,0.2507766,False
0.2403207,0.6241755,0.2253638,False
0.2975327,0.6339191,0.198654,False
0.3438078,0.6610372,0.1721026,False
0.3836378,0.7147669,0.1442589,False
0.4343685,0.8237953,0.1272745,False
0.4543954,0.9654972,0.1334284,False
0.4821058,0.8014813,0.1605957,False
0.5071313,0.7104365,0.197119,False
0.5008155,0.6473936,0.2515184,False
0.4945157,0.61279,0.3098274,False
0.4812082,0.6014656,0.3580815,False
0.4691596,0.5797569,0.40989,False
0.4773226,0.5503999,0.4801083,False
0.4665516,0.5381083,0.5420278,False
0.4655249,0.5242785,0.6042551,False
0.486582,0.4953136,0.6681101,False
0.4603814,0.4692378,0.7192967,False
0.4084953,0.4472211,0.7747942,False
0.3601092,0.3905189,0.8404564,False
0.3123609,0.2907673,0.8813862,False
0.2369898,0.08703447,0.9098606,False
0.1681914,0.4927561,0.9237224,False
0.09503815,0.700519,0.9417522,False
0.2457547,0.6462401,0.2111284,False
0.2932765,0.6739952,0.1751474,False
0.3297998,0.7337465,0.1374329,False
0.3693957,0.8238268,0.1072962,False
0.4086161,0.9427209,0.09351493,False
0.4518932,0.8756213,0.1048981,False
0.4751701,0.7436286,0.1472634,False
0.4867952,0.6752328,0.1930493,False
0.4966427,0.6281213,0.2476662,False
0.4887877,0.602234,0.3040759,False
0.4812987,0.5868232,0.3583704,False
0.4775588,0.5665934,0.4228339,False
0.4614493,0.5464951,0.4761344,False
0.4483464,0.5337954,0.5236955,False
0.4494002,0.5179212,0.5863667,False
0.4493719,0.4967928,0.6514007,False
0.437733,0.4739583,0.7129709,False
0.4172643,0.4518681,0.7632686,False
0.3874933,0.4264134,0.8152815,False
0.3641246,0.3697386,0.8788155,False
0.3213855,0.2202933,0.9336265,False
0.259147,0.2467688,0.9504203,False
0.1984121,0.4786193,0.913174,False
0.1336991,0.5580034,0.8221139,False
0.1249911,0.6595795,0.2633896,False
0.1607497,0.6689844,0.2251123,False
0.2087828,0.6805366,0.1922894,False
0.2494271,0.7078415,0.1697887,False
0.2978946,0.748487,0.1466327,False
0.3474155,0.8322351,0.1259025,False
0.3926145,0.9686476,0.1184122,False
0.4427468,0.8778518,0.1252444,False
0.4576987,0.7669293,0.1502822,False
0.4551542,0.6922891,0.1908637,False
0.498894,0.6241332,0.2406165,False
0.5178571,0.5840164,0.2868134,False
0.5262243,0.5452424,0.364508,False
0.5428981,0.5187791,0.4356264,False
0.5355851,0.5041038,0.5003005,False
0.5277497,0.4914386,0.5751975,False
0.4914844,0.4773645,0.6353016,False
0.4784859,0.4532849,0.698443,False
0.4580284,0.424818,0.7635936,False
0.4000998,0.3911849,0.8263853,False
0.328091,0.3429278,0.8933874,False
0.2691055,0.3421004,0.9199736,False
0.1973071,0.2353347,0.9532083,False
0.1112068,0.4413207,0.9108788,False
0.1794021,0.7019745,0.2089867,False
0.2328151,0.7159221,0.1763021,False
0.2756045,0.7439022,0.1444456,False
0.3162397,0.8088127,0.1070769,False
0.3530221,0.9295768,0.0854747,False
0.3912864,0.9080352,0.08963055,False
0.4249928,0.7880386,0.1158121,False
0.4471574,0.7090547,0.1543497,False
0.4750127,0.6616724,0.2074758,False
0.4797776,0.6419722,0.2581254,False
0.4869255,0.6251488,0.3181577,False
0.4901241,0.6127215,0.3748471,False
0.4703448,0.5977058,0.4392186,False
0.4657656,0.5813601,0.5053227,False
0.4557539,0.5661536,0.5532503,False
0.4487019,0.5423163,0.6155086,False
0.4415217,0.5173171,0.6784014,False
0.425055,0.4981015,0.7254716,False
0.4129432,0.462177,0.7783276,False
0.3857397,0.3889897,0.8354001,False
0.3276943,0.2772086,0.8814771,False
0.2566982,0.1693377,0.9101095,False
0.1914136,0.07118773,0.9304075,False
0.1144541,0.2275347,0.917378,False
0.1715214,0.6097482,0.2402965,False
0.2128619,0.6274964,0.2237594,False
0.2633597,0.6544567,0.1990278,False
0.3095183,0.6829616,0.1731641,False
0.3455977,0.7468223,0.1503426,False
0.3878984,0.8645341,0.1396611,False
0.4200666,0.9970245,0.1421643,False
0.4496546,0.8818719,0.1544166,False
0.4899603,0.7453091,0.1874968,False
0.5141529,0.6668363,0.2372783,False
0.5181852,0.6296973,0.2830475,False
0.5174047,0.5996221,0.3320853,False
0.5120199,0.572138,0.3938498,False
0.5136573,0.5458226,0.4579345,False
0.5144103,0.5247691,0.514093,False
0.4985132,0.5100111,0.5687049,False
0.4812895,0.4867696,0.6386415,False
0.4601801,0.4676162,0.6913919,False
0.4343486,0.4483349,0.7424124,False
0.4017387,0.407355,0.7957515,False
0.3401453,0.3577545,0.8287504,False
0.2708188,0.3133455,0.8594378,False
0.1855519,0.05692393,0.9052309,False
0.1720298,0.5728462,0.3654177,False
0.2077042,0.5762475,0.3236398,False
0.2309998,0.584394,0.2913042,False
0.278919,0.6115029,0.253613,False
0.3392191,0.6584282,0.2227305,False
0.3755379,0.7225609,0.2067832,False
0.4093921,0.8450217,0.19418,False
0.4625828,0.9646782,0.1956468,False
0.5022515,0.8092012,0.2078206,False
0.5057204,0.6968959,0.244971,False
0.5163549,0.6448458,0.3010696,False
0.5249561,0.6223492,0.3444695,False
0.5168218,0.6050006,0.4028442,False
0.5167448,0.5924802,0.4673943,False
0.5013419,0.575585,0.523846,False
0.4800839,0.5541322,0.5712212,False
0.4644098,0.5380585,0.6313534,False
0.4682328,0.5224369,0.684211,False
0.4420954,0.4935173,0.7265844,False
0.4048115,0.4473876,0.7684756,False
0.3697563,0.3837528,0.7995986,False
0.32507,0.255311,0.8139094,False
0.2625665,0.06951766,0.8139435,False
0.1913673,0.170895,0.808769,False
0.3125883,0.7183856,0.1978796,False
0.3706283,0.8126563,0.1729927,False
0.4214575,0.9583004,0.1659312,False
0.4558911,0.8558027,0.1773872,False
0.502538,0.712561,0.2005446,False
0.5239118,0.6417962,0.2353293,False
0.5180721,0.6074983,0.2838442,False
0.5309682,0.5784342,0.3425153,False
0.5230176,0.5556888,0.4070288,False
0.4919641,0.5381096,0.4574034,False
0.4754483,0.5151944,0.5088745,False
0.4849347,0.4988569,0.5602214,False
0.4660906,0.4872501,0.6155316,False
0.444883,0.4697991,0.6699099,False
0.4308667,0.445915,0.7135282,False
0.3966058,0.4021602,0.7566747,False
0.3391592,0.3610756,0.7831205,False
0.2692692,0.2953322,0.8210648,False
0.2214295,0.6500874,0.4512958,False
0.2708366,0.6810485,0.3778518,False
0.3076605,0.7124192,0.3205436,False
0.3624939,0.7661308,0.2636057,False
0.4483805,0.8562065,0.2232231,False
0.5161802,0.9857461,0.2133547,False
0.5391715,0.8232356,0.2369084,False
0.5712748,0.720386,0.2625179,False
0.6187718,0.6422914,0.3000543,False
0.6226259,0.5960316,0.3619496,False
0.5912443,0.5682314,0.4202687,False
0.5653936,0.5413181,0.4844965,False
0.5529348,0.5222864,0.5460396,False
0.5322307,0.50141,0.6073239,False
0.5093514,0.4789837,0.6703877,False
0.4694991,0.4578075,0.7268597,False
0.4126531,0.4165287,0.7719123,False
0.3264723,0.3508412,0.7965799,False
0.2458315,0.1965297,0.8046664,False
0.2512883,0.6451249,0.3369088,False
0.3035085,0.6716498,0.2781621,False
0.3704762,0.7083241,0.2200036,False
0.4220492,0.7597157,0.1833047,False
0.4543546,0.8639096,0.1586012,False
0.4958967,0.9463122,0.1483892,False
0.5319785,0.7997124,0.1603505,False
0.5570282,0.6942489,0.1983556,False
0.5653813,0.6424403,0.2505916,False
0.5459732,0.6056458,0.3116412,False
0.5420681,0.5792175,0.3726932,False
0.5287669,0.5554746,0.4491781,False
0.5183944,0.5335313,0.5222751,False
0.5021168,0.5235444,0.5691556,False
0.4880884,0.5058827,0.6475218,False
0.4541698,0.4790718,0.7295429,False
0.4224366,0.4528,0.7742133,False
0.3766992,0.4139415,0.8106382,False
0.3205925,0.3211865,0.8539972,False
0.2657154,0.1216713,0.875954,False
0.1959809,0.1751363,0.8722138,False
0.1387169,0.5498406,0.4259094,False
0.1894745,0.5593453,0.3526472,False
0.2686185,0.569329,0.2850927,False
0.3271729,0.5912159,0.2349714,False
0.3700399,0.6380193,0.1931943,False
0.4342728,0.7452077,0.1541459,False
0.4924982,0.9663921,0.1409419,False
0.5134731,0.834439,0.1627754,False
0.5176076,0.7338072,0.1993956,False
0.5441941,0.6669421,0.2528925,False
0.542986,0.6319713,0.3108816,False
0.5166663,0.6001596,0.382946,False
0.5182959,0.5697454,0.461857,False
0.516557,0.5532815,0.5231302,False
0.5065714,0.5343764,0.5891234,False
0.4823554,0.5049145,0.6554493,False
0.4461425,0.4681109,0.7144781,False
0.4165451,0.4194776,0.7750874,False
0.3689856,0.3823731,0.8183388,False
0.315924,0.2921946,0.8586723,False
0.2620912,0.06029096,0.8712361,False
0.1871222,0.1877105,0.8479568,False
0.1097472,0.3658547,0.7561246,False
0.1145515,0.5930653,0.4355477,False
0.1700064,0.605615,0.3359002,False
0.228729,0.6126283,0.2792311,False
0.2806814,0.6225481,0.2374452,False
0.3450491,0.6560442,0.1914821,False
0.4156122,0.7152421,0.1559342,False
0.4738637,0.8252439,0.1350091,False
0.5304957,0.9400802,0.1386233,False
0.5422847,0.7604404,0.1725231,False
0.5553244,0.6768985,0.2180173,False
0.5650963,0.6404095,0.2602322,False
0.5512263,0.6146746,0.3122162,False
0.5322711,0.5940766,0.3736653,False
0.5062721,0.5781939,0.4334182,False
0.475721,0.5718718,0.4927966,False
0.4733353,0.5541298,0.5659909,False
0.4774424,0.5319063,0.6073123,False
0.4582011,0.5141627,0.6517541,False
0.4514651,0.4826992,0.707548,False
0.4334966,0.4483397,0.7462345,False
0.4069883,0.4122626,0.7827052,False
0.3884301,0.3489566,0.822528,False
0.3368572,0.2309667,0.8515162,False
0.2496657,0.630628,0.3222525,False
0.3110271,0.6672005,0.2429737,False
0.3829364,0.705474,0.182449,False
0.4354219,0.7640169,0.1406567,False
0.4825591,0.8858495,0.1188635,False
0.5264536,0.9061829,0.1230576,False
0.5475375,0.7560862,0.1568677,False
0.5242013,0.6938969,0.2043009,False
0.5183444,0.653056,0.2503678,False
0.5506005,0.6183293,0.3013953,False
0.5367976,0.5923823,0.3666352,False
0.4959803,0.5765835,0.4169678,False
0.4750036,0.565078,0.4655607,False
0.4443017,0.5495013,0.5327381,False
0.4371937,0.5315053,0.5799795,False
0.4439383,0.5108876,0.6222718,False
0.4306021,0.4894136,0.6763814,False
0.4328238,0.4615944,0.7315198,False
0.4108804,0.4305333,0.7858552,False
0.3778349,0.3794473,0.8344698,False
0.3572037,0.2909057,0.8735844,False
0.2442922,0.6441566,0.3285239,False
0.3090659,0.6444039,0.2825137,False
0.3730464,0.6572999,0.2379779,False
0.4110672,0.6892812,0.2031515,False
0.4511855,0.7477241,0.1774837,False
0.5162122,0.8680769,0.159877,False
0.5616683,0.9513432,0.161162,False
0.5589659,0.8160495,0.1818341,False
0.5629241,0.7268246,0.2192699,False
0.5706395,0.6705152,0.260421,False
0.5598343,0.628956,0.3072621,False
0.5554386,0.6032572,0.3599353,False
0.5329103,0.5859401,0.4099507,False
0.5169621,0.5642307,0.4711867,False
0.5197616,0.5452399,0.5320046,False
0.5249636,0.5316223,0.5777884,False
0.4843058,0.5239464,0.6309086,False
0.4643451,0.5040421,0.6855608,False
0.4648415,0.4700941,0.7255663,False
0.4297265,0.4292445,0.7692725,False
0.3818878,0.3855873,0.7937021,False
0.3391187,0.3050585,0.8134425,False
0.1599916,0.6444595,0.5074655,False
0.2056054,0.6538171,0.3883865,False
0.2797348,0.6578952,0.3039825,False
0.3839588,0.6693631,0.2366842,False
0.4630369,0.7017114,0.1973231,False
0.5054196,0.782596,0.170967,False
0.5579312,0.9631394,0.1606072,False
0.6092947,0.8367623,0.1773362,False
0.6121756,0.7278302,0.2145952,False
0.566879,0.6741063,0.2636055,False
0.5494038,0.6460563,0.3045644,False
0.544294,0.6214314,0.3432724,False
0.5206534,0.5943325,0.4052551,False
0.5102946,0.5697275,0.469971,False
0.5089722,0.5564203,0.5187433,False
0.5079458,0.540033,0.5702414,False
0.4819071,0.521582,0.6249772,False
0.4665892,0.5002667,0.6681942,False
0.4582426,0.4678555,0.7182107,False
0.4189706,0.4277,0.7694994,False
0.3767435,0.3888842,0.7948188,False
0.32049,0.3427709,0.8193304,False
0.309489,0.6527075,0.2239035,False
0.3559776,0.6703036,0.1951888,False
0.3975476,0.7180635,0.1724266,False
0.4446963,0.8107091,0.1548375,False
0.4696392,0.9640134,0.1529897,False
0.5036033,0.8494098,0.1703062,False
0.5141703,0.7572566,0.1973001,False
0.5001999,0.7154077,0.2249442,False
0.5066214,0.6769817,0.2707557,False
0.5166911,0.6498114,0.3148304,False
0.5021712,0.6221861,0.3643723,False
0.49436,0.5993568,0.4169275,False
0.5073351,0.5766997,0.4725075,False
0.5145133,0.5572574,0.5333346,False
0.5001227,0.5398741,0.583785,False
0.4818212,0.5062004,0.6374208,False
0.4575151,0.468828,0.6880327,False
0.4412551,0.4593669,0.7212932,False
0.4054963,0.4493091,0.7716181,False
0.3523519,0.418548,0.8063401,False
0.1792833,0.6282688,0.3848408,False
0.2459083,0.6297619,0.3088859,False
0.3144157,0.6389466,0.2598037,False
0.3887661,0.6615126,0.2184498,False
0.4518439,0.7085926,0.1887574,False
0.4810072,0.7963114,0.1704065,False
0.4913305,0.9646592,0.1698479,False
0.5018417,0.8821331,0.186956,False
0.5104837,0.7806771,0.2140382,False
0.5083771,0.7174052,0.2449135,False
0.4820672,0.6718541,0.2855873,False
0.4623104,0.6371413,0.3340719,False
0.45345,0.6133613,0.3710845,False
0.4497189,0.5906995,0.4167213,False
0.4460469,0.5691258,0.4655165,False
0.4537685,0.5497805,0.5076907,False
0.4493808,0.5305136,0.5496989,False
0.440348,0.5107177,0.6022531,False
0.4499418,0.4936385,0.6492313,False
0.4418577,0.4724406,0.6914725,False
0.4237694,0.4434923,0.7336865,False
0.4074188,0.4000147,0.7755137,False
0.3971327,0.320849,0.8121022,False
0.3470249,0.2211242,0.8387922,False
0.2814312,0.07597895,0.8689255,False
0.3500362,0.6532038,0.22429,False
0.4002751,0.6852273,0.1904232,False
0.4523904,0.7642276,0.1620696,False
0.5053588,0.9196692,0.152786,False
0.5316614,0.910449,0.1688619,False
0.5301969,0.7876998,0.2019693,False
0.5129988,0.7196864,0.2394432,False
0.4946448,0.683488,0.2734797,False
0.4704811,0.6460398,0.3232863,False
0.4429296,0.6136661,0.3767723,False
0.4309959,0.5934631,0.4212846,False
0.417946,0.579589,0.4576634,False
0.404557,0.5624252,0.4926676,False
0.4084206,0.5444215,0.5348029,False
0.4130258,0.5248631,0.5857449,False
0.4160661,0.5109879,0.6265984,False
0.4041156,0.4941972,0.6675528,False
0.3872482,0.4690678,0.7117571,False
0.3695835,0.4421703,0.7488763,False
0.3598327,0.3954922,0.7929047,False
0.3229806,0.3229851,0.8346468,False
0.2648237,0.2260279,0.8723306,False
0.2035591,0.1349646,0.9063936,False
0.2466709,0.638428,0.2134297,False
0.2950656,0.660131,0.1864451,False
0.3487438,0.7107585,0.1637437,False
0.4003811,0.7965661,0.1504551,False
0.4302059,0.9250981,0.1486339,False
0.4400688,0.9367521,0.1630611,False
0.448743,0.8319773,0.1887151,False
0.4679489,0.7394733,0.2200999,False
0.4558642,0.6814666,0.2635775,False
0.4378301,0.6536169,0.3038509,False
0.4314788,0.626765,0.331172,False
0.4175151,0.5868626,0.3783333,False
0.4115738,0.5634241,0.4146045,False
0.4110888,0.5514678,0.4424619,False
0.4028671,0.5361184,0.4908822,False
0.3877701,0.5197125,0.5347872,False
0.3905162,0.4988215,0.5816857,False
0.3960972,0.4845565,0.6239609,False
0.3932928,0.4756181,0.6563151,False
0.3877821,0.4581691,0.7095535,False
0.3711605,0.4378816,0.7536731,False
0.3512466,0.4050682,0.7929435,False
0.3415206,0.3550581,0.8269638,False
0.3029982,0.2811447,0.852047,False
0.240936,0.04884145,0.8701832,False
0.167907,0.4489194,0.8814955,False
0.09245529,0.6721497,0.8927793,False
0.2949876,0.6321657,0.1791466,False
0.3377658,0.6695055,0.1534574,False
0.3837065,0.7584851,0.1385445,False
0.425141,0.8793557,0.1353372,False
0.4579214,0.9508067,0.1426519,False
0.4664384,0.8125537,0.1707073,False
0.4638052,0.7505665,0.2044776,False
0.4725325,0.7042899,0.2443953,False
0.4654012,0.6683251,0.2898918,False
0.440348,0.6453813,0.3277962,False
0.4350035,0.6226628,0.3696687,False
0.4200095,0.6016629,0.4159734,False
0.3968838,0.5842122,0.4516748,False
0.4041864,0.5652733,0.4912924,False
0.4015809,0.5495613,0.5331374,False
0.3934367,0.5294994,0.5812116,False
0.399959,0.5128722,0.62534,False
0.3924452,0.4962541,0.6681911,False
0.3817222,0.4783112,0.7128176,False
0.3743146,0.4577625,0.7569668,False
0.3739569,0.4128723,0.7982706,False
0.355837,0.3634053,0.824976,False
0.3144516,0.2802319,0.8574492,False
0.266378,0.0634021,0.8827801,False
0.1909776,0.2628652,0.8962942,False
0.3101354,0.6600903,0.2209157,False
0.3638265,0.6944362,0.1862813,False
0.3953561,0.7393076,0.1632715,False
0.4358711,0.8370321,0.1475232,False
0.4666663,0.9697025,0.1493312,False
0.4617066,0.8877499,0.1641594,False
0.4621485,0.7920876,0.1855247,False
0.4515807,0.7278897,0.212898,False
0.4679205,0.6598493,0.270622,False
0.5773782,0.6318715,0.3153182,False
0.5436329,0.616975,0.3469809,False
0.4337026,0.5872667,0.4156589,False
0.4328027,0.5690148,0.4570769,False
0.4394681,0.5492005,0.5009746,False
0.4569893,0.5398249,0.5402063,False
0.4302389,0.5263116,0.6197957,False
0.5081146,0.5051327,0.6791208,False
0.4998879,0.495727,0.6990426,False
0.3919462,0.4646611,0.7737842,False
0.3602513,0.4280521,0.8130026,False
0.3111516,0.3735354,0.8400307,False
0.2582787,0.3022255,0.87182,False
0.1830139,0.09400809,0.8963069,False
0.3238701,0.6605098,0.179016,False
0.3748909,0.7033951,0.1609005,False
0.4165629,0.7891685,0.1514479,False
0.4597543,0.9339859,0.1546717,False
0.4778039,0.9244422,0.1686415,False
0.4626993,0.8195632,0.1916731,False
0.4669188,0.7393509,0.2201189,False
0.4698424,0.6890897,0.2557123,False
0.4526329,0.6647055,0.2918518,False
0.4323937,0.6337979,0.3408161,False
0.430821,0.6108409,0.382451,False
0.4192672,0.5897703,0.4196211,False
0.4147155,0.5642331,0.4684269,False
0.414453,0.549744,0.5054387,False
0.4319496,0.5372759,0.5437581,False
0.4385353,0.5209984,0.6047989,False
0.4321681,0.5062208,0.6560668,False
0.4210731,0.4959876,0.6962205,False
0.41012,0.4703134,0.7577414,False
0.3951432,0.432004,0.7933161,False
0.3691671,0.3881591,0.8263162,False
0.32387,0.3148972,0.8739411,False
0.2614406,0.1840196,0.8953979,False
0.1799489,0.03327302,0.8842139,False
0.3929577,0.6412377,0.1947058,False
0.4389475,0.6874896,0.1662658,False
0.4570701,0.7787337,0.1488127,False
0.4826476,0.9462883,0.1478656,False
