I0,I1,I2,States
0.1608949,0.9679705,0.1502179,True
0.1447981,0.9944173,0.140916,True
0.1185637,0.9996762,0.1538995,True
0.113906,0.9929543,0.1668243,True
0.05126816,0.9415199,0.198677,False
0.02001853,0.8595719,0.2643409,False
0.01026244,0.3808512,0.4562457,False
0.02057922,0.3408546,0.4720061,False
0.03278998,0.3613634,0.4626794,False
0.0228605,0.1535093,0.1402965,False
0.04915349,0.08340043,0.04584051,False
0.06217318,0.2425895,0.04323012,False
0.1001574,0.4979728,0.08516302,True
0.1189814,0.5259702,0.09982532,True
0.1675512,0.5932921,0.1221469,True
0.2036958,0.6220517,0.1351921,True
0.2387557,0.6547255,0.1630162,True
0.2487363,0.6687183,0.1737001,True
0.2900093,0.6824815,0.1872702,True
0.2787435,0.6838407,0.1896585,True
0.2500335,0.6831411,0.1913602,True
0.2467901,0.6855607,0.1944217,True
0.1994621,0.6947375,0.2001453,True
0.1786736,0.6758246,0.209298,True
0.1410155,0.6484464,0.240955,False
0.124922,0.6272838,0.2639107,False
0.07651718,0.5671307,0.392523,False
0.04252805,0.5748786,0.4663863,False
0.009072121,0.6821195,0.7519909,False
0.01275886,0.7911899,0.7624151,False
0.01642183,0.7231081,0.6083283,False
0.01669608,0.6854454,0.6359519,False
0.02870065,0.09956629,0.02735596,False
0.04093721,0.6407912,0.0478964,False
0.0845413,0.8171598,0.07664071,False
0.109382,0.7621616,0.08681238,True
0.1716685,0.7683184,0.1167616,True
0.1933358,0.779509,0.1283818,True
0.2293855,0.7641982,0.1602197,True
0.2593583,0.7550948,0.1783079,True
0.2909418,0.7344397,0.1986022,True
0.2843942,0.7292432,0.1996398,True
0.2652275,0.7285937,0.1993799,True
0.2432171,0.7319403,0.2037958,True
0.1848654,0.7121718,0.2161111,True
0.1674284,0.693701,0.2173826,True
0.1414418,0.7338909,0.2047534,False
0.1125486,0.8055423,0.1881513,False
0.03784735,0.9380741,0.1777927,False
0.01125543,0.9631179,0.3243125,False
0.01368924,0.8347352,0.4439951,False
0.02065092,0.8315235,0.3128382,False
0.01393894,0.7764554,0.3344494,False
0.009904869,0.7188468,0.3963278,False
0.002144065,0.5537668,0.3786231,False
0.04855819,0.351299,0.1509795,False
0.06344181,0.4290651,0.1541598,False
0.1070149,0.5382063,0.1763608,False
0.1262176,0.5654039,0.1911185,True
0.1835821,0.6009978,0.2237648,True
0.2173743,0.6164922,0.2404433,True
0.2512358,0.6222677,0.2756415,True
0.2677282,0.6221184,0.2909572,True
0.2925672,0.6246116,0.3163508,True
0.2895299,0.6259663,0.3232265,True
0.2686756,0.6372404,0.3363772,True
0.2530427,0.6429666,0.3421831,True
0.2228641,0.6598266,0.3231645,True
0.2029203,0.6693931,0.3104378,True
0.1614704,0.6714395,0.3073321,False
0.1404033,0.674041,0.3231252,False
0.1062697,0.6753128,0.3736319,False
0.09083746,0.6640871,0.3943016,False
0.04068762,0.7096224,0.5248956,False
0.02835783,0.8278074,0.6442143,False
0.02445532,0.9591262,0.6450971,False
0.02274834,0.9785347,0.6417657,False
0.01427736,0.9101093,0.6979082,False
0.00923083,0.799733,0.8143001,False
0.06302827,0.570884,0.2301494,False
0.09127976,0.617774,0.2116452,False
0.1077707,0.6380057,0.2052567,False
0.1564203,0.6770121,0.2054068,True
0.1801739,0.7039529,0.2119835,True
0.2151586,0.7708519,0.2297076,True
0.2317021,0.7836081,0.2396344,True
0.2617374,0.8189467,0.2461653,True
0.2715836,0.8394412,0.2499758,True
0.1652026,0.8412958,0.2611216,True
0.2373731,0.8581384,0.2834729,True
0.3074089,0.8457752,0.2958009,True
0.195842,0.8214856,0.3020669,True
0.1419385,0.7794683,0.3259569,True
0.1177795,0.7976962,0.3506137,False
0.08196898,0.8656451,0.4171636,False
0.06144074,0.8621343,0.4802951,False
0.03625615,0.9574361,0.6530319,False
0.03606299,0.9769096,0.627061,False
0.02915419,0.9458063,0.7064204,False
0.02325837,0.9890512,0.8105705,False
0.0297383,0.4461873,0.07026343,False
0.04224126,0.939878,0.06995784,False
0.06897638,0.9641254,0.118819,False
0.08546258,0.904387,0.1215835,True
0.1295354,0.77764,0.1477645,True
0.1505996,0.7805443,0.1650248,True
0.1842301,0.7826379,0.1933373,True
0.2013509,0.7920364,0.2081407,True
0.2356263,0.7996398,0.231088,True
0.247805,0.7974525,0.2425963,True
0.2587692,0.7789794,0.2647475,True
0.253702,0.7619995,0.273306,True
0.2242896,0.7649145,0.2781763,True
0.2110047,0.7803249,0.2829269,True
0.1762585,0.8074859,0.2802683,True
0.1520209,0.8278341,0.2768264,False
0.1257888,0.7955076,0.3034815,False
0.1128838,0.7760835,0.3197095,False
0.06846632,0.8651488,0.3156719,False
0.05489669,0.9820124,0.3436556,False
0.04860513,0.8800591,0.4647634,False
0.0461617,0.781361,0.5095664,False
0.03545028,0.7164807,0.5884734,False
0.02414607,0.6297925,0.6652915,False
0.0193778,0.4202038,0.6425803,False
0.04384739,0.6914296,0.1581098,False
0.07681902,0.6856818,0.1625547,True
0.08200966,0.6617842,0.1666057,True
0.08474208,0.6429293,0.1945876,True
0.1576506,0.6540478,0.2009973,True
0.2464263,0.6499408,0.2130127,True
0.2238491,0.6528468,0.2277377,True
0.2704926,0.6590973,0.2458809,True
0.2787728,0.6516547,0.2581552,True
0.2810481,0.6549845,0.2753713,True
0.2807272,0.6603529,0.2755689,True
0.2426234,0.668084,0.2760464,True
0.2181353,0.6759288,0.2782375,True
0.1262788,0.6843535,0.2809661,True
0.1476842,0.7016755,0.2886671,False
0.1351581,0.6989976,0.2968341,False
0.1003822,0.6730206,0.3634455,False
0.08085376,0.6673606,0.4138215,False
0.05402606,0.6687651,0.4694025,False
0.04717173,0.7361666,0.4910195,False
0.01983887,0.9476729,0.6092599,False
0.01167389,0.9322777,0.7142946,False
0.01072885,0.8966313,0.5710251,False
0.006931086,0.8611436,0.4364051,False
0.005071023,0.8590639,0.4094749,False
0.002441287,0.7345838,0.6966529,False
0.008758485,0.2301899,0.3780581,False
0.01004396,0.1720105,0.3148431,False
0.01413753,0.2226899,0.4315888,False
0.05040793,0.5911362,0.09424485,False
0.07213654,0.9703721,0.124777,True
0.06910849,0.9407972,0.1510322,True
0.1340707,0.8759975,0.1619866,True
0.2401819,0.8206299,0.1893736,True
0.2157266,0.7917504,0.2078777,True
0.255024,0.7466617,0.2307677,True
0.2753847,0.7286627,0.2392461,True
0.1880896,0.7046994,0.2499816,True
0.2761677,0.701922,0.2565212,True
0.334067,0.6990362,0.2598057,True
0.2214324,0.6935809,0.2585273,True
0.1967736,0.6704805,0.2670163,True
0.1741159,0.6654215,0.281706,True
0.1511702,0.6286252,0.3097561,False
0.1519158,0.6044353,0.3338187,False
0.09576609,0.5732523,0.3949464,False
0.06560104,0.5790297,0.4175183,False
0.03626795,0.6370475,0.4224354,False
0.02533249,0.6730418,0.4442927,False
0.0207356,0.7778667,0.483182,False
0.02245191,0.8055153,0.48667,False
0.01401128,0.7786441,0.4065932,False
0.01058636,0.9982897,0.30882,False
0.01470273,0.5753213,0.3818839,False
0.01447979,0.4443863,0.3817562,False
0.01117557,0.371464,0.4263259,False
0.04678798,0.7161223,0.1101928,False
0.06539321,0.7537147,0.150212,True
0.1102759,0.7541855,0.1937664,True
0.1256326,0.7383987,0.202689,True
0.1755359,0.7184248,0.2381334,True
0.2084998,0.7138394,0.2539281,True
0.1564487,0.7062145,0.2697618,True
0.2413658,0.6946233,0.281128,True
0.3376755,0.679139,0.2965601,True
0.2664395,0.6663361,0.3090563,True
0.250206,0.6640896,0.3184897,True
0.2263002,0.669556,0.319082,True
0.1978073,0.6734179,0.3045767,True
0.1831419,0.6740458,0.2986186,True
0.1421527,0.6641716,0.3030126,False
0.1356051,0.6491146,0.3160132,False
0.0883217,0.613765,0.3363784,False
0.04543371,0.5865148,0.2722762,False
0.0464768,0.4753408,0.2330984,False
0.05008883,0.5193888,0.2530151,False
0.02113523,0.6701689,0.3589931,False
0.00940206,0.9947424,0.5291098,False
0.02012529,0.6022716,0.4928239,False
0.02463508,0.5983301,0.5124906,False
0.0171204,0.6086593,0.5768009,False
0.005977467,0.6240268,0.6373266,False
0.009278107,0.5394011,0.4716148,False
0.01424628,0.4967999,0.4698139,False
0.007775383,0.00578797,0.6662899,False
0.0273373,0.9003599,0.185469,False
0.05264432,0.8754829,0.1845419,False
0.06137854,0.8392761,0.1932582,False
0.1020096,0.7095085,0.2003641,True
0.1701167,0.7165561,0.2138297,True
0.1642918,0.6953388,0.2280673,True
0.2119096,0.6903468,0.252869,True
0.2332218,0.6863573,0.2644216,True
0.2809457,0.6606903,0.2868453,True
0.287361,0.6626946,0.3002363,True
0.2694487,0.6541654,0.3116123,True
0.2726379,0.6501151,0.3145544,True
0.2374068,0.6592432,0.3211923,True
0.2109364,0.66809,0.3184634,True
0.1861335,0.6906701,0.3077103,True
0.1515424,0.7077274,0.3047966,True
0.1058767,0.7055438,0.3295935,False
0.09945277,0.6898514,0.3566865,False
0.04341497,0.9011575,0.309702,False
0.05391912,0.6389931,0.331027,False
0.06032838,0.5678053,0.3874488,False
0.06910525,0.5859616,0.4222626,False
0.04761292,0.671609,0.4317215,False
0.0161915,1,0.5207442,False
0.02450648,0.657238,0.5729044,False
0.02833888,0.5774328,0.5758986,False
0.0224278,0.4599636,0.6236562,False
0.01512877,0.3595568,0.6151048,False
0.1697673,0.5783028,0.3079359,True
0.1838434,0.5831857,0.3173738,True
0.2227089,0.5992633,0.3504742,True
0.2405474,0.6082008,0.3676448,True
0.2636816,0.6145657,0.4049396,True
0.2695651,0.6168306,0.4224689,True
0.2593818,0.6190152,0.4427537,True
0.2584868,0.6172187,0.4436447,True
0.2359021,0.6218014,0.4375637,True
0.2198907,0.626573,0.4389063,True
0.1917491,0.6363096,0.4429642,True
0.1698969,0.6434632,0.4419067,True
0.1302743,0.6507198,0.4434049,True
0.1207384,0.6598006,0.4390752,True
0.08824741,0.6616558,0.4230479,False
0.06235746,0.6447015,0.4431924,False
0.03792799,0.6871734,0.5828598,False
0.03390306,0.7249754,0.7093142,False
0.02769414,0.7118449,0.8542028,False
0.04110398,0.6834021,0.8378497,False
0.05133293,0.662149,0.8633428,False
0.03432978,0.6639842,0.8593723,False
0.02209626,0.5950829,0.8150748,False
0.01537119,0.4567392,0.7290001,False
0.01057922,0.05485868,0.3605283,False
0.01603385,0.08751617,0.3055603,False
0.01938287,0.1446655,0.2487377,False
0.01680382,0.1342746,0.2236869,False
0.01894223,0.1828057,0.2106804,False
0.03204973,0.5300409,0.33563,False
0.0417324,0.5295451,0.3311867,False
0.06217649,0.5361655,0.3109414,False
0.07711601,0.5569362,0.2908087,False
0.1108642,0.5970163,0.2646977,True
0.1284903,0.6193014,0.2595876,True
0.1895304,0.6668339,0.2647715,True
0.2119932,0.6744703,0.2747942,True
0.1590469,0.6959519,0.2881922,True
0.2561439,0.7174316,0.29656,True
0.3522807,0.7342206,0.3077843,True
0.2671073,0.750046,0.3165792,True
0.2484479,0.7396356,0.336766,True
0.2357029,0.718843,0.3505883,True
0.1857386,0.6954112,0.3777548,True
0.165223,0.7059115,0.4005647,False
0.1174154,0.6766763,0.4878915,False
0.08959503,0.6608461,0.5719831,False
0.06387567,0.7625784,0.7824656,False
0.06320015,0.8566386,0.8704174,False
0.05820556,0.8494946,0.8053892,False
0.0506923,0.7878882,0.7554377,False
0.01731692,0.7663757,0.8287355,False
0.009066776,0.7711733,0.7109989,False
0.02252414,0.6541271,0.4070671,False
0.02554698,0.6746342,0.3512306,False
0.02089145,0.5810306,0.3613898,False
0.02124188,0.5614769,0.3496424,False
0.02246304,0.5432571,0.3496819,False
0.02015932,0.4904507,0.3449984,False
0.07478584,0.7968457,0.2349065,False
0.1001347,0.7856146,0.2472757,True
0.1500084,0.7828662,0.2726488,True
0.166169,0.7829888,0.2806719,True
0.2252572,0.7986507,0.3008074,True
0.2642166,0.8126265,0.3105963,True
0.269264,0.8154199,0.3146589,True
0.2670667,0.8101528,0.3156095,True
0.1817027,0.8088541,0.3154126,True
0.242459,0.820378,0.3049804,True
0.2258473,0.8472206,0.2974635,True
0.195443,0.8902916,0.2927055,True
0.2271032,0.8954064,0.2909503,True
0.1355913,0.8814561,0.2913184,True
0.1029278,0.7926651,0.3207958,True
0.09583059,0.7782357,0.342948,False
0.06491495,0.7170176,0.4139304,False
0.06070369,0.6605274,0.4676788,False
0.04830201,0.6059705,0.561857,False
0.07451491,0.5823607,0.6099462,False
0.08084634,0.5683953,0.6170158,False
0.04798774,0.5560356,0.6222853,False
0.03782017,0.5609978,0.6215578,False
0.0295144,0.5634824,0.5901266,False
0.02043901,0.5398508,0.5840994,False
0.01375149,0.4723396,0.6254263,False
0.008093398,0.2650578,0.4151843,False
0.01383423,0.3126452,0.383369,False
0.01831547,0.2842155,0.3453524,False
0.01540901,0.243437,0.322829,False
0.01364793,0.2188593,0.3391275,False
0.0616964,0.964675,0.1291262,False
0.07995269,0.925916,0.1328091,False
0.1185199,0.8273541,0.1448424,True
0.1450936,0.793623,0.1522272,True
0.1873344,0.7637044,0.1569297,True
0.2062314,0.753879,0.1621771,True
0.2366192,0.7540956,0.1884711,True
0.246941,0.7437561,0.2047252,True
0.2544464,0.7112771,0.2175904,True
0.2314596,0.7221351,0.2171534,True
0.2023712,0.7718046,0.2054368,True
0.1982665,0.7765715,0.197275,True
0.1790829,0.7756618,0.206731,True
0.1742781,0.7626626,0.2452656,True
0.09525528,0.7486332,0.2968999,False
0.07156587,0.8190578,0.3013882,False
0.05590697,0.885298,0.31547,False
0.03911506,0.9101357,0.377352,False
0.02908456,0.9606326,0.4970045,False
0.0268307,0.9344122,0.5469569,False
0.02662876,0.8458794,0.5619251,False
0.03095456,0.7053434,0.5585353,False
0.03108907,0.6591071,0.5283659,False
0.02045544,0.5941712,0.5370066,False
0.01247184,0.5427184,0.5305353,False
0.004796009,0.1072827,0.26894,False
0.005718745,0.04596817,0.383442,False
0.00902188,0.01709576,0.464944,False
0.009479776,0.03683195,0.419325,False
0.009090747,0.005171878,0.405215,False
0.005204587,0.2805627,0.2476819,False
0.01105447,0.3740649,0.2606215,False
0.01139324,0.3728362,0.2644365,False
0.02821671,0.4312846,0.2438179,False
0.06487854,0.5078197,0.2503176,False
0.06380668,0.5385308,0.2536644,True
0.09647276,0.5686429,0.2673161,True
0.1334653,0.5890605,0.2799613,True
0.1866833,0.6005241,0.3000662,True
0.200572,0.599472,0.3103335,True
0.2438219,0.6044786,0.3327782,True
0.2624153,0.6068571,0.3449471,True
0.1823799,0.6109106,0.3597625,True
0.260138,0.6130364,0.362143,True
0.3306585,0.6106037,0.3489457,True
0.2293801,0.6162014,0.3291636,True
0.1763424,0.6461671,0.3097749,True
0.1501104,0.6585777,0.3042018,True
0.1160031,0.6876421,0.312173,False
0.09657083,0.7111399,0.3431296,False
0.0663022,0.7512926,0.4897113,False
0.06118799,0.7765493,0.5622939,False
0.04278451,0.930454,0.6377829,False
0.03696347,0.9911969,0.6195427,False
0.02879159,0.9151992,0.5889018,False
0.02360311,0.8512954,0.5505683,False
0.02023182,0.7812611,0.4134192,False
0.01862445,0.7040245,0.4141977,False
0.01430587,0.4860227,0.321622,False
0.01219017,0.3639572,0.1708728,False
0.006086671,0.03476066,0.1981604,False
0.006844549,0.1153955,0.3486819,False
0.008215297,0.1767501,0.3286002,False
0.007963796,0.1722721,0.2937487,False
0.1742415,0.7557635,0.2472318,False
0.302733,0.7549492,0.2797395,True
0.2842767,0.7484286,0.3076673,True
0.3365777,0.737231,0.3482044,True
0.3391797,0.7247937,0.3644513,True
0.3367039,0.7121514,0.3694505,True
0.3288509,0.7164397,0.3652416,True
0.2818098,0.7267569,0.3454258,True
0.2497148,0.7428221,0.3250073,True
0.1705577,0.8241013,0.2826436,True
0.1388301,0.8699284,0.2780254,False
0.05113936,0.9914683,0.3788532,False
0.02603834,0.8161377,0.7409816,False
0.01875024,0.9728492,0.6990103,False
0.02092668,0.7514417,0.3941032,False
0.02787124,0.4722383,0.3189383,False
0.0489974,0.4172013,0.3639067,False
0.0476242,0.407887,0.3509362,False
0.1044839,0.9887161,0.26601,False
0.1737181,0.9368316,0.2767356,True
0.2486121,0.8987716,0.2929839,True
0.2651336,0.8894982,0.3061877,True
0.2173728,0.8794672,0.3252566,True
0.3366437,0.8537549,0.334952,True
0.4389668,0.8228676,0.331536,True
0.3053506,0.8096371,0.3267211,True
0.2369471,0.8685465,0.3185924,True
0.227521,0.9233438,0.315102,True
0.1442202,0.827339,0.3273483,True
0.0894695,0.6708128,0.3834409,False
0.04197396,0.5227787,0.6537855,False
0.04985881,0.4117479,0.7472628,False
0.06193047,0.04189936,0.7300314,False
0.07179902,0.003591851,0.7057867,False
0.117451,0.9503306,0.2512805,False
0.1494706,0.9038741,0.2604795,True
0.2116154,0.8549116,0.288027,True
0.2369511,0.8395784,0.3038818,True
0.2977817,0.8095492,0.3424008,True
0.3152199,0.7968516,0.3553708,True
0.3014782,0.7841934,0.3607125,True
0.2962775,0.788357,0.356726,True
0.2663239,0.8171848,0.3545716,True
0.2474855,0.8456297,0.3538958,True
0.1406095,0.9170381,0.3477337,True
0.1725379,0.9861626,0.3376687,False
0.181489,0.9192441,0.336595,False
0.07633191,0.7776578,0.3750239,False
0.05637448,0.5247651,0.6608723,False
0.06175825,0.5188285,0.6873533,False
0.03230852,0.5802093,0.2322398,False
0.05572409,0.7216851,0.243697,True
0.1231414,0.9042637,0.2549617,True
0.189157,0.9646647,0.2743899,True
0.2714584,0.978983,0.3025006,True
0.2826829,0.9531962,0.3148221,True
0.3335789,0.9139528,0.3410537,True
0.333452,0.9045652,0.3494223,True
0.3122047,0.9123573,0.3655119,True
0.3031644,0.9394792,0.3749628,True
0.2584495,0.9675938,0.3965126,True
0.2140729,0.9023388,0.4202052,True
0.1431966,0.7675874,0.4966546,False
0.1101599,0.7604107,0.5668942,False
0.07343839,0.6893186,0.7646884,False
0.06261613,0.6322401,0.7650228,False
0.02403635,0.178143,0.6724795,False
0.07187458,0.01672763,0.4791725,False
0.05976211,0.7855771,0.1923367,False
0.08532413,0.7609345,0.21359,True
0.1528095,0.8094233,0.247013,True
0.1799522,0.8131073,0.2556699,True
0.1512333,0.8117231,0.2739412,True
0.2770367,0.8100492,0.3030051,True
0.4080836,0.7826399,0.3148806,True
0.3324462,0.7624886,0.3215351,True
0.3378117,0.7486776,0.3328847,True
0.3129893,0.7506785,0.3335726,True
0.2634268,0.795866,0.3206927,True
0.2359461,0.8162628,0.3084628,True
0.1667031,0.8649103,0.2845035,False
0.1308945,0.9668255,0.2737622,False
0.1049201,0.5773532,0.3703693,False
0.1732402,0.5226451,0.4777928,False
0.2522259,0.5035364,0.5381713,False
0.1920837,0.5064129,0.5587232,False
0.06255712,0.5129495,0.1991722,False
0.1331585,0.561957,0.216895,True
0.2605927,0.5996591,0.2514301,True
0.2435383,0.6125352,0.2741719,True
0.2866555,0.6314847,0.3098995,True
0.324002,0.6394637,0.3230103,True
0.3254547,0.6344904,0.3321207,True
0.309415,0.6263745,0.3349619,True
0.2736578,0.6270354,0.3364512,True
0.2526382,0.6368598,0.3268014,True
0.1506203,0.6346661,0.3072166,True
0.1784409,0.6382973,0.298164,True
0.1690647,0.671812,0.27562,False
0.05622663,0.8770831,0.2055571,False
0.02737917,0.5273042,0.3670028,False
0.01354816,0.5970876,0.5254068,False
0.1488559,0.5828427,0.288631,False
0.1942616,0.602758,0.310935,True
0.1614873,0.614713,0.3374745,True
0.2682144,0.621402,0.359817,True
0.3948696,0.6226382,0.3809188,True
0.3068615,0.6155801,0.4018981,True
0.3180968,0.6168816,0.4190274,True
0.3104168,0.620777,0.4130006,True
0.2627935,0.6223866,0.3836079,True
0.250571,0.6255674,0.3739496,True
0.2083611,0.6319568,0.3524143,True
0.1400732,0.6275048,0.3433263,True
0.0409852,0.5932526,0.3709806,False
0.05458222,0.6957865,0.3106183,False
0.04116959,0.9575998,0.3058833,False
0.09006391,0.5199324,0.1422216,True
0.1490958,0.682072,0.1608377,True
0.184274,0.7542299,0.1842819,True
0.2755811,0.9026733,0.2119338,True
0.3097428,0.9580724,0.2267743,True
0.338931,0.9748195,0.2489717,True
0.3445812,0.9674666,0.2547085,True
0.3237693,0.8990597,0.2751563,True
0.3078997,0.8377376,0.2876455,True
0.2132079,0.6811021,0.3689469,True
0.1980846,0.6403529,0.4267132,True
0.1631496,0.6237184,0.5305389,True
0.1429527,0.61365,0.6217626,False
0.08622763,0.6265615,0.7131862,False
0.05126874,0.6467677,0.7975467,False
0.042187,0.284731,0.5352319,False
0.06014239,0.3734694,0.5183436,False
0.04297013,0.7327385,0.2924419,False
0.09054323,0.9177957,0.2405014,False
0.1216198,0.9778468,0.2357223,True
0.1922155,0.8606525,0.2499945,True
0.2354255,0.8172491,0.2627586,True
0.3118974,0.7534244,0.2889238,True
0.3208407,0.7179708,0.2938447,True
0.3410993,0.6772537,0.3132986,True
0.3571344,0.6747393,0.3219956,True
0.3185614,0.6663817,0.3281861,True
0.2804901,0.6713666,0.3291545,True
0.2185182,0.6857774,0.3145232,True
0.1922667,0.6868283,0.2973193,False
0.07473397,0.705096,0.2626175,False
0.05817898,0.5946856,0.3011597,False
0.02955369,0.3687185,0.3202268,False
0.04371589,0.1443706,0.5518906,False
0.2369898,0.864181,0.2551036,True
0.2688295,0.8988775,0.2542512,True
0.3174334,0.9943637,0.2625196,True
0.3323314,0.9668223,0.2683049,True
0.3131776,0.9535734,0.283543,True
