46,164.9256
Motion, Set, MotionFinishedCount, Guess, Truth, Timer, 44, 196.8369
3,5, 4, Nothing, FlameBlock, 175.2167
3,5, 4, Nothing, FlameBlock, 175.4667
3,5, 4, Nothing, FlameBlock, 175.7167
3,5, 4, Nothing, FlameBlock, 175.9667
3,5, 4, Nothing, FlameBlock, 176.2167
3,5, 5, Nothing, FlameBlock, 176.6833
3,5, 5, Nothing, FlameBlock, 176.9167
3,5, 5, Nothing, FlameBlock, 177.1333
3,5, 5, Nothing, FlameBlock, 177.4
3,5, 5, Nothing, FlameBlock, 177.65
2,2, 1, Nothing, Flames, 178.15
2,2, 1, Nothing, Flames, 178.4
2,2, 1, Nothing, Flames, 178.65
0,8, 2, Nothing, Nothing, 179.15
0,8, 2, Nothing, Nothing, 179.3833
0,8, 2, Nothing, Nothing, 179.6167
0,8, 2, Nothing, Nothing, 179.85
0,8, 2, Nothing, Nothing, 180.0667
0,8, 2, Nothing, Nothing, 180.3
2,21, 2, Nothing, Flames, 180.7667
2,21, 2, Nothing, Flames, 181.0167
2,21, 2, Nothing, Flames, 181.2667
1,4, 5, Nothing, Fireball, 181.5
1,4, 5, Nothing, Fireball, 181.7333
1,4, 5, Nothing, Fireball, 181.9833
1,6, 16, Nothing, Fireball, 182.4833
1,6, 16, Nothing, Fireball, 182.7333
1,6, 16, Nothing, Fireball, 182.9833
2,15, 2, Nothing, Flames, 183.4833
2,15, 2, Nothing, Flames, 183.7333
3,5, 6, Nothing, FlameBlock, 184.2333
3,5, 6, Nothing, FlameBlock, 184.4833
3,5, 6, Nothing, FlameBlock, 184.7167
3,5, 6, Nothing, FlameBlock, 184.9667
3,5, 6, Nothing, FlameBlock, 185.2167
1,4, 6, Nothing, Fireball, 185.7333
1,4, 6, Nothing, Fireball, 185.9667
1,4, 6, Nothing, Fireball, 186.2167
1,0, 10, Nothing, Fireball, 186.7
1,0, 10, Nothing, Fireball, 186.95
0,3, 2, Nothing, Nothing, 187.4333
0,3, 2, Nothing, Nothing, 187.6833
0,3, 2, Nothing, Nothing, 187.95
0,3, 2, Nothing, Nothing, 188.2
0,3, 2, Nothing, Nothing, 188.45
2,13, 6, Nothing, Flames, 188.95
2,13, 6, Nothing, Flames, 189.2
2,13, 6, Nothing, Flames, 189.45
2,9, 1, Nothing, Flames, 189.6833
2,9, 1, Nothing, Flames, 189.9167
2,9, 1, Nothing, Flames, 190.15
1,1, 6, Nothing, Fireball, 190.3833
1,1, 6, Nothing, Fireball, 190.6167
2,5, 2, Nothing, Flames, 191.1
2,5, 2, Nothing, Flames, 191.35
0,0, 1, Nothing, Nothing, 191.85
0,0, 1, Nothing, Nothing, 192.0833
0,0, 1, Nothing, Nothing, 192.3167
0,0, 1, Nothing, Nothing, 192.5667
0,0, 1, Nothing, Nothing, 192.8167
1,4, 7, Nothing, Fireball, 193.3
1,4, 7, Nothing, Fireball, 193.5333
1,4, 7, Nothing, Fireball, 193.7667
0,12, 2, Nothing, Nothing, 194.2667
0,12, 2, Nothing, Nothing, 194.5167
0,12, 2, Nothing, Nothing, 194.7667
0,3, 3, Nothing, Nothing, 195.0167
0,3, 3, Nothing, Nothing, 195.2667
0,3, 3, Nothing, Nothing, 195.5167
0,3, 3, Nothing, Nothing, 195.7667
0,3, 3, Nothing, Nothing, 196.0167
0,11, 1, Nothing, Nothing, 196.5
0,11, 1, Nothing, Nothing, 196.75
0,11, 1, FlameBlock, Nothing, 197
0,12, 3, Flames, Nothing, 197.5
0,12, 3, Nothing, Nothing, 197.75
0,12, 3, Nothing, Nothing, 198
2,4, 1, Nothing, Flames, 198.25
2,4, 1, Nothing, Flames, 198.4833
3,8, 2, Nothing, FlameBlock, 198.9833
3,8, 2, Nothing, FlameBlock, 199.2167
3,8, 2, Nothing, FlameBlock, 199.4333
3,8, 2, Nothing, FlameBlock, 199.6833
3,8, 2, Nothing, FlameBlock, 199.9333
1,1, 7, Nothing, Fireball, 200.4333
1,1, 7, Nothing, Fireball, 200.6833
1,1, 8, Nothing, Fireball, 201.1833
1,1, 8, Nothing, Fireball, 201.4333
1,0, 11, Nothing, Fireball, 201.9333
1,0, 11, Nothing, Fireball, 202.1833
2,15, 3, Nothing, Flames, 202.6833
2,15, 3, Nothing, Flames, 202.9333
2,8, 2, Nothing, Flames, 203.4333
2,8, 2, Nothing, Flames, 203.6833
2,4, 2, Nothing, Flames, 204.1667
2,4, 2, Nothing, Flames, 204.4
1,3, 6, Nothing, Fireball, 204.8667
1,3, 6, Nothing, Fireball, 205.1167
1,3, 6, Nothing, Fireball, 205.3667
1,5, 7, Nothing, Fireball, 205.6167
1,5, 7, Nothing, Fireball, 205.85
1,5, 7, Nothing, Fireball, 206.0833
2,15, 4, Nothing, Flames, 206.5333
2,15, 4, Nothing, Flames, 206.7667
2,4, 3, Nothing, Flames, 207.2667
2,4, 3, Nothing, Flames, 207.5
1,5, 8, Nothing, Fireball, 207.9833
1,5, 8, Nothing, Fireball, 208.2167
1,5, 8, Nothing, Fireball, 208.45
2,7, 3, Nothing, Flames, 208.9333
2,7, 3, Nothing, Flames, 209.1833
2,7, 3, Nothing, Flames, 209.4333
1,6, 17, Nothing, Fireball, 209.9167
1,6, 17, Nothing, Fireball, 210.1667
1,6, 17, Nothing, Fireball, 210.4
2,11, 2, Nothing, Flames, 210.9
2,11, 2, Nothing, Flames, 211.15
2,11, 2, Nothing, Flames, 211.3833
2,0, 2, Nothing, Flames, 211.8833
2,0, 2, Nothing, Flames, 212.1167
2,0, 2, Nothing, Flames, 212.35
2,0, 2, Nothing, Flames, 212.5833
2,6, 4, Nothing, Flames, 213.0667
2,6, 4, Nothing, Flames, 213.3
2,6, 4, Nothing, Flames, 213.75
1,5, 9, Nothing, Fireball, 214
1,5, 9, Nothing, Fireball, 214.25
1,5, 9, Nothing, Fireball, 214.5
1,0, 12, Nothing, Fireball, 215
1,0, 12, Nothing, Fireball, 215.25
2,21, 3, Nothing, Flames, 215.7167
2,21, 3, Nothing, Flames, 215.95
2,21, 3, Nothing, Flames, 216.2
3,6, 6, Nothing, FlameBlock, 216.45
3,6, 6, Nothing, FlameBlock, 216.6833
3,6, 6, Nothing, FlameBlock, 216.9167
3,6, 6, Nothing, FlameBlock, 217.15
3,6, 6, Nothing, FlameBlock, 217.3833
3,6, 6, Nothing, FlameBlock, 217.6167
3,6, 6, Nothing, FlameBlock, 217.8667
3,6, 6, Nothing, FlameBlock, 218.1
1,5, 10, Nothing, Fireball, 218.6
1,5, 10, Nothing, Fireball, 218.85
1,5, 10, Nothing, Fireball, 219.1
1,3, 7, Nothing, Fireball, 219.6167
1,3, 7, Nothing, Fireball, 219.8667
1,3, 7, Nothing, Fireball, 220.1167
1,3, 8, Nothing, Fireball, 220.3667
1,3, 8, Nothing, Fireball, 220.6167
1,3, 8, Nothing, Fireball, 220.8667
2,15, 5, Nothing, Flames, 221.1167
2,15, 5, Nothing, Flames, 221.35
1,3, 9, Nothing, Fireball, 221.8167
1,3, 9, Nothing, Fireball, 222.05
1,3, 9, Nothing, Fireball, 222.2833
1,1, 9, Nothing, Fireball, 222.7667
1,1, 9, Nothing, Fireball, 223.0167
3,8, 3, Nothing, FlameBlock, 223.5
3,8, 3, Nothing, FlameBlock, 223.75
3,8, 3, Nothing, FlameBlock, 223.9833
3,8, 3, Nothing, FlameBlock, 224.2167
3,8, 3, Nothing, FlameBlock, 224.45
0,8, 3, Nothing, Nothing, 224.9333
0,8, 3, Nothing, Nothing, 225.1833
0,8, 3, Nothing, Nothing, 225.4333
0,8, 3, Nothing, Nothing, 225.6833
0,8, 3, Nothing, Nothing, 225.9333
0,8, 3, Nothing, Nothing, 226.1667
3,6, 7, Nothing, FlameBlock, 226.65
3,6, 7, Nothing, FlameBlock, 226.8833
3,6, 7, Nothing, FlameBlock, 227.1167
3,6, 7, Nothing, FlameBlock, 227.3667
3,6, 7, Nothing, FlameBlock, 227.6
3,6, 7, Nothing, FlameBlock, 227.8333
3,6, 7, Nothing, FlameBlock, 228.0667
3,6, 7, Nothing, FlameBlock, 228.3
2,5, 3, Nothing, Flames, 228.7833
2,5, 3, Nothing, Flames, 229.0333
3,5, 7, Nothing, FlameBlock, 229.5
3,5, 7, Nothing, FlameBlock, 229.7334
3,5, 7, Nothing, FlameBlock, 229.95
3,5, 7, Nothing, FlameBlock, 230.1833
3,5, 7, Nothing, FlameBlock, 230.4167
3,5, 7, Nothing, FlameBlock, 230.65
3,1, 1, Nothing, FlameBlock, 230.9
3,1, 1, Nothing, FlameBlock, 231.15
3,1, 1, Nothing, FlameBlock, 231.4
3,1, 1, Nothing, FlameBlock, 231.65
3,1, 1, Nothing, FlameBlock, 231.8833
3,4, 1, Nothing, FlameBlock, 232.1167
3,4, 1, Nothing, FlameBlock, 232.3333
3,4, 1, Nothing, FlameBlock, 232.5833
3,4, 1, Nothing, FlameBlock, 232.8333
3,4, 1, Nothing, FlameBlock, 233.0667
2,18, 6, Nothing, Flames, 233.55
2,18, 6, Nothing, Flames, 233.7833
1,4, 8, Nothing, Fireball, 234.2667
1,4, 8, Nothing, Fireball, 234.5
1,4, 8, Nothing, Fireball, 234.75
1,1, 10, Nothing, Fireball, 235.2334
1,1, 10, Nothing, Fireball, 235.4667
3,10, 3, Nothing, FlameBlock, 235.9167
3,10, 3, Nothing, FlameBlock, 236.15
3,10, 3, Nothing, FlameBlock, 236.3833
3,10, 3, Nothing, FlameBlock, 236.6
3,10, 3, Nothing, FlameBlock, 236.8333
1,2, 3, Nothing, Fireball, 237.3333
1,2, 3, Nothing, Fireball, 237.5833
1,2, 3, Nothing, Fireball, 237.8333
0,9, 3, Nothing, Nothing, 238.0833
0,9, 3, Nothing, Nothing, 238.3333
0,9, 3, Nothing, Nothing, 238.5833
0,9, 3, Nothing, Nothing, 238.8333
0,9, 3, Nothing, Nothing, 239.0833
1,6, 18, Nothing, Fireball, 239.5667
1,6, 18, Nothing, Fireball, 239.8167
1,6, 18, Nothing, Fireball, 240.0667
0,12, 4, Nothing, Nothing, 240.5833
0,12, 4, Nothing, Nothing, 240.8333
0,12, 4, Nothing, Nothing, 241.0833
1,6, 19, Nothing, Fireball, 241.3333
1,6, 19, Nothing, Fireball, 241.5833
1,6, 19, Nothing, Fireball, 241.8333
3,2, 1, Nothing, FlameBlock, 242.3333
3,2, 1, Nothing, FlameBlock, 242.5833
3,2, 1, Nothing, FlameBlock, 242.8333
3,2, 1, Nothing, FlameBlock, 243.0667
3,2, 1, Nothing, FlameBlock, 243.3
1,2, 4, Nothing, Fireball, 243.8
1,2, 4, Nothing, Fireball, 244.05
1,2, 4, Nothing, Fireball, 244.3
0,10, 1, Nothing, Nothing, 244.55
0,10, 1, Nothing, Nothing, 244.8
2,2, 2, Nothing, Flames, 245.05
2,2, 2, Nothing, Flames, 245.3
2,2, 2, Nothing, Flames, 245.55
2,8, 3, Nothing, Flames, 246.05
2,8, 3, Nothing, Flames, 246.3
1,3, 10, Nothing, Fireball, 246.8
1,3, 10, Nothing, Fireball, 247.05
1,3, 10, Nothing, Fireball, 247.3
2,8, 4, Nothing, Flames, 247.5333
2,8, 4, Nothing, Flames, 247.7833
3,9, 5, Nothing, FlameBlock, 248.2833
3,9, 5, Nothing, FlameBlock, 248.5333
3,9, 5, Nothing, FlameBlock, 248.7833
3,9, 5, Nothing, FlameBlock, 249.0333
0,0, 2, Nothing, Nothing, 249.5333
0,0, 2, Nothing, Nothing, 249.7833
0,0, 2, Nothing, Nothing, 250.0333
0,0, 2, Nothing, Nothing, 250.2833
0,0, 2, Nothing, Nothing, 250.5333
1,0, 13, Nothing, Fireball, 251.0333
1,0, 13, Nothing, Fireball, 251.2833
0,2, 4, Nothing, Nothing, 251.7833
0,2, 4, Nothing, Nothing, 252.0333
0,2, 4, Nothing, Nothing, 252.2833
0,2, 4, Nothing, Nothing, 252.5333
0,2, 4, Nothing, Nothing, 252.7833
0,12, 5, Nothing, Nothing, 253.2833
0,12, 5, Nothing, Nothing, 253.5167
0,12, 5, Nothing, Nothing, 253.7667
1,6, 20, Nothing, Fireball, 254.25
1,6, 20, Nothing, Fireball, 254.4834
1,6, 20, Nothing, Fireball, 254.7334
2,4, 4, Nothing, Flames, 255.1667
2,4, 4, Nothing, Flames, 255.3667
3,8, 4, Nothing, FlameBlock, 255.75
3,8, 4, Nothing, FlameBlock, 256.0833
3,8, 4, Nothing, FlameBlock, 256.2667
3,8, 4, Nothing, FlameBlock, 256.4667
3,8, 4, Nothing, FlameBlock, 256.65
3,8, 4, Nothing, FlameBlock, 256.8167
2,10, 1, Nothing, Flames, 257.1667
2,10, 1, Nothing, Flames, 257.35
2,10, 1, Nothing, Flames, 257.5334
2,2, 3, Nothing, Flames, 257.75
2,2, 3, Nothing, Flames, 257.9167
2,2, 3, Nothing, Flames, 258.1
2,2, 3, Nothing, Flames, 258.2667
2,2, 3, Nothing, Flames, 258.4333
1,2, 5, Nothing, Fireball, 258.7834
1,2, 5, Nothing, Fireball, 258.95
1,2, 5, Nothing, Fireball, 259.1334
2,5, 4, Nothing, Flames, 259.4833
2,5, 4, Nothing, Flames, 259.65
1,5, 11, Nothing, Fireball, 260
1,5, 11, Nothing, Fireball, 260.1667
1,5, 11, Nothing, Fireball, 260.3333
1,5, 11, Nothing, Fireball, 260.5167
2,4, 5, Nothing, Flames, 260.85
2,4, 5, Nothing, Flames, 261.05
2,2, 4, Nothing, Flames, 261.4167
2,2, 4, Nothing, Flames, 261.6
2,2, 4, Nothing, Flames, 261.7667
2,2, 4, Nothing, Flames, 261.95
2,17, 5, Nothing, Flames, 262.3
2,17, 5, Nothing, Flames, 262.4833
1,3, 11, Nothing, Fireball, 262.8667
1,3, 11, Nothing, Fireball, 263.0334
1,3, 11, Nothing, Fireball, 263.2167
0,10, 2, Nothing, Nothing, 263.6
0,10, 2, Nothing, Nothing, 263.7834
2,6, 4, Nothing, Flames, 264.1167
2,6, 4, Nothing, Flames, 264.3
2,6, 4, Nothing, Flames, 264.4833
1,1, 11, Nothing, Fireball, 264.8667
1,1, 11, Nothing, Fireball, 265.05
1,1, 11, Nothing, Fireball, 265.2333
1,5, 12, Nothing, Fireball, 265.5833
1,5, 12, Nothing, Fireball, 265.7834
1,5, 12, Nothing, Fireball, 265.9667
0,1, 2, Nothing, Nothing, 266.35
0,1, 2, Nothing, Nothing, 266.55
0,1, 2, Nothing, Nothing, 266.8
1,2, 6, Nothing, Fireball, 267.2
1,2, 6, Nothing, Fireball, 267.3834
1,2, 6, Nothing, Fireball, 267.6167
1,2, 7, Nothing, Fireball, 268.0167
1,2, 7, Nothing, Fireball, 268.2
1,2, 7, Nothing, Fireball, 268.3834
0,7, 2, Nothing, Nothing, 268.6
0,7, 2, Nothing, Nothing, 268.8167
0,7, 2, Nothing, Nothing, 269
0,7, 2, Nothing, Nothing, 269.2167
0,7, 2, Nothing, Nothing, 269.4167
0,7, 2, Nothing, Nothing, 269.6667
0,7, 2, Nothing, Nothing, 269.8333
3,2, 2, Nothing, FlameBlock, 270.25
3,2, 2, Nothing, FlameBlock, 270.4667
3,2, 2, Nothing, FlameBlock, 270.7167
3,2, 2, Nothing, FlameBlock, 270.9167
3,2, 2, Nothing, FlameBlock, 271.1
3,2, 2, Nothing, FlameBlock, 271.2834
2,16, 2, Nothing, Flames, 271.5334
2,16, 2, Nothing, Flames, 271.7333
2,16, 2, Nothing, Flames, 271.95
2,7, 4, Nothing, Flames, 272.3333
2,7, 4, Nothing, Flames, 272.55
2,7, 4, Nothing, Flames, 272.8167
0,12, 6, Nothing, Nothing, 273.2
0,12, 6, Nothing, Nothing, 273.4167
2,17, 6, Nothing, Flames, 273.8333
2,17, 6, Nothing, Flames, 274.0833
1,4, 9, Nothing, Fireball, 274.5334
1,4, 9, Nothing, Fireball, 274.8167
1,4, 9, Nothing, Fireball, 275.05
2,15, 6, Nothing, Flames, 275.3
2,15, 6, Nothing, Flames, 275.5167
1,2, 8, Nothing, Fireball, 275.9833
1,2, 8, Nothing, Fireball, 276.25
1,2, 8, Nothing, Fireball, 276.4167
0,6, 3, Nothing, Nothing, 276.65
0,6, 3, Nothing, Nothing, 276.8834
0,6, 3, Nothing, Nothing, 277.1
0,6, 3, Nothing, Nothing, 277.3167
0,6, 3, Nothing, Nothing, 277.5667
0,6, 3, Nothing, Nothing, 277.75
0,6, 3, Nothing, Nothing, 277.9833
0,6, 3, Nothing, Nothing, 278.2167
3,2, 3, Nothing, FlameBlock, 278.75
3,2, 3, Nothing, FlameBlock, 278.9167
3,2, 3, Nothing, FlameBlock, 279.1667
3,2, 3, Nothing, FlameBlock, 279.4
3,2, 3, Nothing, FlameBlock, 279.6334
2,1, 2, Nothing, Flames, 279.9333
2,1, 2, Nothing, Flames, 280.1167
2,1, 2, Nothing, Flames, 280.35
2,1, 2, Nothing, Flames, 280.5833
1,4, 10, Nothing, Fireball, 281.0334
1,4, 10, Nothing, Fireball, 281.2167
1,4, 10, Nothing, Fireball, 281.45
3,1, 2, Nothing, FlameBlock, 281.6833
3,1, 2, Nothing, FlameBlock, 281.9167
3,1, 2, Nothing, FlameBlock, 282.1334
3,1, 2, Nothing, FlameBlock, 282.4167
3,1, 2, Nothing, FlameBlock, 282.6
0,4, 1, Nothing, Nothing, 283.0667
0,4, 1, Nothing, Nothing, 283.2834
1,5, 13, Nothing, Fireball, 283.8
1,5, 13, Nothing, Fireball, 284.0334
1,5, 13, Nothing, Fireball, 284.25
3,5, 8, Nothing, FlameBlock, 284.9
0,6, 4, Nothing, Nothing, 285.05
0,6, 4, Nothing, Nothing, 285.3
0,6, 4, Nothing, Nothing, 285.4833
0,6, 4, Nothing, Nothing, 285.7333
0,6, 4, Nothing, Nothing, 285.95
0,6, 4, Nothing, Nothing, 286.2667
0,6, 4, Nothing, Nothing, 286.45
0,6, 4, Flames, Nothing, 286.6833
1,4, 11, Nothing, Fireball, 287.15
1,4, 11, Nothing, Fireball, 287.3667
0,0, 3, Nothing, Nothing, 287.75
0,0, 3, Nothing, Nothing, 287.9833
0,0, 3, Nothing, Nothing, 288.2167
0,0, 3, Nothing, Nothing, 288.45
0,0, 3, Nothing, Nothing, 288.6833
1,1, 12, Nothing, Fireball, 289.1833
1,1, 12, Nothing, Fireball, 289.4167
0,11, 2, Nothing, Nothing, 289.8667
0,11, 2, Nothing, Nothing, 290.0833
0,11, 2, Nothing, Nothing, 290.35
0,1, 3, Nothing, Nothing, 290.7
0,1, 3, Nothing, Nothing, 290.9333
0,1, 3, Nothing, Nothing, 291.1667
2,1, 3, Nothing, Flames, 291.4833
2,1, 3, Nothing, Flames, 291.7167
2,1, 3, Nothing, Flames, 291.9
2,1, 3, Nothing, Flames, 292.0833
1,1, 13, Nothing, Fireball, 292.4833
1,1, 13, Nothing, Fireball, 292.8
1,5, 14, Nothing, Fireball, 293.0334
1,5, 14, Nothing, Fireball, 293.2667
1,5, 14, Nothing, Fireball, 293.5
2,18, 7, Nothing, Flames, 293.95
2,18, 7, Nothing, Flames, 294.2167
0,4, 2, Nothing, Nothing, 294.6334
0,4, 2, Nothing, Nothing, 294.8667
0,4, 2, Nothing, Nothing, 295.0833
2,2, 5, Nothing, Flames, 295.6334
2,2, 5, Nothing, Flames, 295.9167
2,2, 5, Nothing, Flames, 296.1167
2,9, 2, Nothing, Flames, 296.5167
2,9, 2, Nothing, Flames, 296.75
1,2, 9, Nothing, Fireball, 297.15
1,2, 9, Nothing, Fireball, 297.3834
1,2, 9, Nothing, Fireball, 297.6334
2,11, 3, Nothing, Flames, 297.9333
2,11, 3, Nothing, Flames, 298.0833
2,11, 3, Nothing, Flames, 298.3667
3,0, 2, Nothing, FlameBlock, 298.7167
3,0, 2, Nothing, FlameBlock, 298.9333
3,0, 2, Nothing, FlameBlock, 299.1167
3,0, 2, Nothing, FlameBlock, 299.3333
3,0, 2, Nothing, FlameBlock, 299.5167
2,18, 8, Nothing, Flames, 299.9833
2,18, 8, Nothing, Flames, 300.2
2,16, 3, Nothing, Flames, 300.45
2,16, 3, Nothing, Flames, 300.7333
2,3, 2, Nothing, Flames, 301.15
2,3, 2, Nothing, Flames, 301.3834
2,3, 2, Nothing, Flames, 301.6167
3,2, 4, Nothing, FlameBlock, 302.1334
3,2, 4, Nothing, FlameBlock, 302.3333
3,2, 4, Nothing, FlameBlock, 302.5167
3,2, 4, Nothing, FlameBlock, 302.7
3,2, 4, Nothing, FlameBlock, 302.9333
3,2, 4, Nothing, FlameBlock, 303.2
3,0, 3, Nothing, FlameBlock, 303.55
3,0, 3, Nothing, FlameBlock, 303.7167
3,0, 3, Nothing, FlameBlock, 303.8834
3,0, 3, Nothing, FlameBlock, 304.1167
2,11, 4, Nothing, Flames, 304.6167
2,11, 4, Nothing, Flames, 304.7834
2,11, 4, Nothing, Flames, 305.0334
2,12, 2, Nothing, Flames, 305.3167
2,12, 2, Nothing, Flames, 305.4667
2,12, 2, FlameBlock, Flames, 305.7333
2,12, 2, Nothing, Flames, 305.9167
2,12, 2, Nothing, Flames, 306.0833
1,4, 12, Nothing, Fireball, 306.5
1,4, 12, Nothing, Fireball, 306.7333
2,18, 9, Nothing, Flames, 307.1667
2,18, 9, Nothing, Flames, 307.4
0,4, 3, Nothing, Nothing, 307.8667
0,4, 3, Nothing, Nothing, 308.1833
0,4, 3, Nothing, Nothing, 308.3667
0,1, 4, Nothing, Nothing, 308.7667
0,1, 4, Nothing, Nothing, 308.95
0,1, 4, Nothing, Nothing, 309.1167
0,1, 4, Nothing, Nothing, 309.3333
1,1, 14, Fireball, Fireball, 309.75
1,1, 14, Nothing, Fireball, 309.9833
3,6, 8, Nothing, FlameBlock, 310.2
3,6, 8, Nothing, FlameBlock, 310.4333
3,6, 8, Nothing, FlameBlock, 310.7
3,6, 8, Nothing, FlameBlock, 310.8667
3,6, 8, Nothing, FlameBlock, 311.1
3,6, 8, Nothing, FlameBlock, 311.3333
3,6, 8, Nothing, FlameBlock, 311.5667
3,6, 8, Nothing, FlameBlock, 311.8667
1,2, 10, Nothing, Fireball, 312.2667
1,2, 10, Nothing, Fireball, 312.45
1,2, 10, Nothing, Fireball, 312.6167
3,3, 1, Nothing, FlameBlock, 313.15
3,3, 1, Nothing, FlameBlock, 313.3333
3,3, 1, Nothing, FlameBlock, 313.5667
3,3, 1, Nothing, FlameBlock, 313.7834
0,8, 4, Nothing, Nothing, 314.3333
0,8, 4, Nothing, Nothing, 314.5167
0,8, 4, Nothing, Nothing, 314.75
0,8, 4, Nothing, Nothing, 314.9833
0,8, 4, Nothing, Nothing, 315.2167
0,8, 4, Nothing, Nothing, 315.4333
1,4, 13, Nothing, Fireball, 315.7333
1,4, 13, Nothing, Fireball, 315.95
1,4, 13, Nothing, Fireball, 316.1334
0,8, 5, Nothing, Nothing, 316.5833
0,8, 5, Nothing, Nothing, 316.9
0,8, 5, Nothing, Nothing, 317.15
0,8, 5, Nothing, Nothing, 317.3167
0,8, 5, Nothing, Nothing, 317.5
0,8, 5, Nothing, Nothing, 317.6833
2,21, 4, Nothing, Flames, 318.0334
2,21, 4, Nothing, Flames, 318.3167
2,21, 4, Nothing, Flames, 318.55
2,14, 0, Nothing, Flames, 318.7834
2,14, 0, Nothing, Flames, 318.95
2,14, 0, Nothing, Flames, 319.1167
2,9, 3, Nothing, Flames, 319.5667
2,9, 3, Nothing, Flames, 319.7333
2,9, 3, Nothing, Flames, 319.9667
2,12, 3, Nothing, Flames, 320.3167
2,12, 3, Nothing, Flames, 320.5334
2,12, 3, Nothing, Flames, 320.7167
2,12, 3, Nothing, Flames, 320.8834
0,0, 4, Nothing, Nothing, 321.3667
0,0, 4, Nothing, Nothing, 321.5833
0,0, 4, Nothing, Nothing, 321.8
0,0, 4, Nothing, Nothing, 321.9833
0,0, 4, Nothing, Nothing, 322.2167
0,0, 4, Nothing, Nothing, 322.45
1,2, 11, Nothing, Fireball, 322.6833
1,2, 11, Nothing, Fireball, 322.9833
1,2, 11, Nothing, Fireball, 323.2
3,1, 3, Nothing, FlameBlock, 323.6167
3,1, 3, Nothing, FlameBlock, 323.8333
3,1, 3, Nothing, FlameBlock, 324.1334
3,1, 3, Nothing, FlameBlock, 324.3167
1,3, 12, Nothing, Fireball, 324.75
1,3, 12, Nothing, Fireball, 324.95
1,3, 12, Nothing, Fireball, 325.15
1,4, 14, Nothing, Fireball, 325.4667
1,4, 14, Nothing, Fireball, 325.6334
1,4, 14, Nothing, Fireball, 325.8333
1,1, 15, Nothing, Fireball, 326.25
1,1, 15, Nothing, Fireball, 326.5334
3,8, 5, Nothing, FlameBlock, 326.9833
3,8, 5, Nothing, FlameBlock, 327.1833
3,8, 5, Nothing, FlameBlock, 327.4
3,8, 5, Nothing, FlameBlock, 327.6167
3,8, 5, Nothing, FlameBlock, 327.85
3,10, 4, Nothing, FlameBlock, 328.2834
3,10, 4, Nothing, FlameBlock, 328.4833
3,10, 4, Nothing, FlameBlock, 328.65
3,10, 4, Nothing, FlameBlock, 328.85
3,10, 4, Nothing, FlameBlock, 329.0334
3,10, 4, Nothing, FlameBlock, 329.25
2,4, 6, Nothing, Flames, 329.65
2,4, 6, Nothing, Flames, 329.8834
1,0, 14, Nothing, Fireball, 330.1334
1,0, 14, Nothing, Fireball, 330.35
1,0, 14, Nothing, Fireball, 330.5667
3,0, 4, Nothing, FlameBlock, 330.7834
3,0, 4, Nothing, FlameBlock, 330.9833
3,0, 4, Nothing, FlameBlock, 331.2834
3,0, 4, Nothing, FlameBlock, 331.5
0,10, 3, Nothing, Nothing, 331.9333
0,10, 3, Nothing, Nothing, 332.1334
3,6, 9, Nothing, FlameBlock, 332.3333
3,6, 9, Nothing, FlameBlock, 332.55
3,6, 9, Nothing, FlameBlock, 332.7834
3,6, 9, Nothing, FlameBlock, 333
3,6, 9, Nothing, FlameBlock, 333.2167
3,6, 9, Nothing, FlameBlock, 333.5167
3,6, 9, Nothing, FlameBlock, 333.7333
Motion, Set, MotionFinishedCount, Guess, Truth, Timer, 30, 22.47578
3,10, 0, Nothing, FlameBlock, 3.216667
0,5, 0, Flames, Nothing, 6.466667
2,11, 0, Nothing, Flames, 9.633334
1,3, 1, FlameBlock, Fireball, 15.98333
1,3, 2, FlameBlock, Fireball, 19.16667
3,9, 0, Nothing, FlameBlock, 22.4
1,2, 1, Fireball, Fireball, 25.65
0,3, 1, Nothing, Nothing, 28.85
2,17, 0, Nothing, Flames, 32.06667
2,4, 1, FlameBlock, Flames, 35.4
0,2, 0, Fireball, Nothing, 38.41667
3,5, 0, Flames, FlameBlock, 41.55
0,1, 3, FlameBlock, Nothing, 44.83334
3,10, 2, Fireball, FlameBlock, 48.06667
3,4, 0, FlameBlock, FlameBlock, 51.3
0,12, 1, FlameBlock, Nothing, 54.38334
0,8, 0, Fireball, Nothing, 57.56667
2,7, 1, Flames, Flames, 64
1,3, 6, Fireball, Fireball, 67.26667
0,5, 1, Fireball, Nothing, 70.4
2,17, 1, Flames, Flames, 73.56667
3,4, 1, Nothing, FlameBlock, 79.81667
3,2, 1, Nothing, FlameBlock, 82.96667
1,3, 12, Fireball, Fireball, 92.4
1,0, 4, Fireball, Fireball, 95.56667
2,15, 2, Fireball, Flames, 98.78334
1,3, 14, Nothing, Fireball, 102.0167
0,12, 3, FlameBlock, Nothing, 105.15
0,9, 0, Fireball, Nothing, 108.3
0,0, 1, FlameBlock, Nothing, 111.4167
1,2, 4, Flames, Fireball, 114.55
2,2, 1, Fireball, Flames, 117.7167
2,3, 1, Flames, Flames, 120.8667
1,5, 4, Fireball, Fireball, 124.2167
3,6, 0, Fireball, FlameBlock, 130.35
2,11, 2, FlameBlock, Flames, 136.85
1,0, 8, Fireball, Fireball, 143.2167
1,2, 6, Flames, Fireball, 146.4
0,8, 1, FlameBlock, Nothing, 149.5333
