46,164.9256
Motion, Set, MotionFinishedCount, Guess, Truth, Timer, 44, 196.8369
0,7, 15, Fireball, Nothing, 796.55
0,9, 14, Fireball, Nothing, 799.7
3,6, 16, Fireball, FlameBlock, 802.8
1,2, 35, Fireball, Fireball, 806.0001
2,5, 11, Fireball, Flames, 812.35
0,7, 16, Fireball, Nothing, 815.4834
3,7, 14, Flames, FlameBlock, 818.7
2,1, 11, Flames, Flames, 821.8834
1,5, 39, Fireball, Fireball, 825.05
1,5, 40, Fireball, Fireball, 828.2001
1,5, 41, Fireball, Fireball, 831.4
1,2, 36, Flames, Fireball, 834.6
1,2, 37, FlameBlock, Fireball, 837.8
0,7, 17, Fireball, Nothing, 840.9167
3,7, 16, Flames, FlameBlock, 844.1
0,3, 8, Fireball, Nothing, 853.6667
3,6, 17, FlameBlock, FlameBlock, 856.8167
2,13, 16, Flames, Flames, 860.0334
1,1, 44, FlameBlock, Fireball, 863.1667
2,12, 12, FlameBlock, Flames, 866.3834
3,6, 18, Fireball, FlameBlock, 869.6
0,1, 10, Flames, Nothing, 875.8834
2,16, 17, Flames, Flames, 879.0167
3,1, 12, Fireball, FlameBlock, 882.1334
0,5, 13, Fireball, Nothing, 885.2834
2,18, 13, Flames, Flames, 888.3834
0,10, 16, Fireball, Nothing, 891.5167
2,18, 15, FlameBlock, Flames, 894.6667
0,8, 8, Flames, Nothing, 897.7834
1,6, 40, Flames, Fireball, 900.9
1,6, 41, FlameBlock, Fireball, 904.05
2,4, 13, Fireball, Flames, 907.15
3,10, 9, Fireball, FlameBlock, 910.4
3,1, 14, Fireball, FlameBlock, 913.5001
3,9, 9, Fireball, FlameBlock, 916.5834
3,6, 20, Fireball, FlameBlock, 919.7834
2,2, 13, FlameBlock, Flames, 926.1834
3,8, 11, Fireball, FlameBlock, 929.3
1,3, 43, Fireball, Fireball, 932.4334
2,2, 14, Flames, Flames, 938.6667
2,16, 20, Flames, Flames, 941.8334
0,7, 20, FlameBlock, Nothing, 945.0334
3,8, 12, Flames, FlameBlock, 948.2501
1,4, 44, Fireball, Fireball, 951.4501
3,0, 7, Fireball, FlameBlock, 957.8
1,0, 29, Fireball, Fireball, 961.0001
0,0, 14, Fireball, Nothing, 964.1834
2,8, 12, Flames, Flames, 970.5667
0,6, 15, Flames, Nothing, 973.7167
1,6, 45, Fireball, Fireball, 976.8167
3,2, 11, Fireball, FlameBlock, 983.1
2,15, 17, Flames, Flames, 992.55
1,0, 30, FlameBlock, Fireball, 995.7334
0,6, 16, Fireball, Nothing, 998.8667
3,2, 13, FlameBlock, FlameBlock, 1005.25
1,3, 48, Fireball, Fireball, 1008.417
0,3, 11, Fireball, Nothing, 1011.65
2,3, 13, Flames, Flames, 1014.767
3,5, 17, FlameBlock, FlameBlock, 1017.933
3,6, 21, Flames, FlameBlock, 1021.033
3,2, 14, Fireball, FlameBlock, 1024.133
1,2, 43, Fireball, Fireball, 1027.35
2,11, 11, Flames, Flames, 1030.533
2,5, 14, Flames, Flames, 1033.633
0,8, 10, Flames, Nothing, 1039.85
0,3, 12, Fireball, Nothing, 1043.017
3,2, 15, Fireball, FlameBlock, 1049.367
0,4, 6, Fireball, Nothing, 1055.733
1,5, 53, Fireball, Fireball, 1058.95
1,3, 50, Fireball, Fireball, 1062.167
2,7, 26, FlameBlock, Flames, 1065.25
2,16, 24, FlameBlock, Flames, 1068.433
0,2, 16, Flames, Nothing, 1071.55
0,12, 17, Fireball, Nothing, 1074.683
2,17, 24, Flames, Flames, 1077.95
0,8, 11, Flames, Nothing, 1081.233
3,6, 22, Fireball, FlameBlock, 1084.333
0,2, 17, Fireball, Nothing, 1087.517
3,10, 11, Fireball, FlameBlock, 1090.65
3,8, 14, Fireball, FlameBlock, 1093.833
1,3, 53, Flames, Fireball, 1097
1,1, 53, Fireball, Fireball, 1106.417
2,18, 18, Flames, Flames, 1109.567
1,2, 45, Fireball, Fireball, 1112.717
2,14, 22, FlameBlock, Flames, 1125.317
3,2, 16, Fireball, FlameBlock, 1128.483
1,6, 53, Fireball, Fireball, 1131.583
1,0, 35, Fireball, Fireball, 1134.883
2,6, 21, Fireball, Flames, 1137.917
1,1, 57, Fireball, Fireball, 1141.15
3,9, 12, Fireball, FlameBlock, 1144.35
0,9, 18, Fireball, Nothing, 1147.55
0,9, 19, FlameBlock, Nothing, 1150.667
3,2, 17, Fireball, FlameBlock, 1153.867
2,19, 25, Flames, Flames, 1157.117
3,3, 20, Fireball, FlameBlock, 1160.183
3,6, 23, Fireball, FlameBlock, 1163.283
2,11, 14, Flames, Flames, 1169.583
2,9, 17, Flames, Flames, 1172.783
0,12, 18, Fireball, Nothing, 1182.25
2,6, 24, Fireball, Flames, 1188.517
0,2, 18, Flames, Nothing, 1191.6
2,15, 22, Fireball, Flames, 1194.783
1,6, 60, Fireball, Fireball, 1197.917
2,3, 19, Flames, Flames, 1201.067
0,11, 10, Fireball, Nothing, 1204.267
1,4, 58, Fireball, Fireball, 1207.417
3,1, 20, Fireball, FlameBlock, 1210.6
1,3, 63, Fireball, Fireball, 1213.933
1,6, 63, Flames, Fireball, 1217.067
0,6, 17, Flames, Nothing, 1220.2
0,9, 20, Flames, Nothing, 1223.5
2,16, 25, Fireball, Flames, 1226.717
3,1, 21, Flames, FlameBlock, 1233.033
1,2, 48, Fireball, Fireball, 1236.3
0,8, 14, FlameBlock, Nothing, 1239.383
1,3, 66, Fireball, Fireball, 1245.667
2,15, 23, Fireball, Flames, 1248.8
2,15, 24, FlameBlock, Flames, 1251.917
3,5, 20, Fireball, FlameBlock, 1255.1
0,9, 21, Flames, Nothing, 1258.25
3,6, 25, Fireball, FlameBlock, 1261.417
3,7, 22, Fireball, FlameBlock, 1264.55
3,2, 19, Fireball, FlameBlock, 1267.783
2,0, 18, Fireball, Flames, 1270.883
1,6, 66, Fireball, Fireball, 1274.017
1,4, 63, Fireball, Fireball, 1277.233
0,7, 23, Fireball, Nothing, 1280.45
1,6, 67, Fireball, Fireball, 1283.55
3,10, 12, Fireball, FlameBlock, 1286.75
0,3, 15, Fireball, Nothing, 1289.917
0,12, 20, Fireball, Nothing, 1293.1
1,6, 68, Fireball, Fireball, 1296.233
2,16, 26, Flames, Flames, 1299.35
1,4, 64, Fireball, Fireball, 1302.517
2,0, 23, FlameBlock, Flames, 1305.617
2,15, 25, FlameBlock, Flames, 1308.75
0,8, 16, Fireball, Nothing, 1315.1
3,7, 24, Flames, FlameBlock, 1318.283
1,6, 69, Fireball, Fireball, 1321.4
0,4, 9, Fireball, Nothing, 1327.767
2,13, 24, Flames, Flames, 1330.9
1,0, 48, Flames, Fireball, 1334.05
2,1, 19, Flames, Flames, 1337.183
3,9, 16, Fireball, FlameBlock, 1340.483
3,4, 10, Fireball, FlameBlock, 1343.517
0,2, 21, Flames, Nothing, 1346.7
3,10, 13, Fireball, FlameBlock, 1349.867
3,8, 18, Fireball, FlameBlock, 1356.133
0,0, 16, Flames, Nothing, 1359.233
0,6, 20, FlameBlock, Nothing, 1362.333
3,0, 13, Fireball, FlameBlock, 1365.45
1,0, 52, Fireball, Fireball, 1368.533
1,0, 53, Fireball, Fireball, 1371.633
3,10, 14, Fireball, FlameBlock, 1374.733
1,0, 55, Fireball, Fireball, 1377.817
0,6, 21, Fireball, Nothing, 1380.917
1,2, 53, Fireball, Fireball, 1384.017
0,8, 18, Flames, Nothing, 1387.117
2,9, 19, Fireball, Flames, 1390.217
2,13, 26, Flames, Flames, 1393.317
0,7, 25, Fireball, Nothing, 1396.417
0,8, 19, Flames, Nothing, 1399.517
0,6, 22, FlameBlock, Nothing, 1402.633
0,5, 18, Fireball, Nothing, 1405.733
2,6, 29, FlameBlock, Flames, 1408.833
3,7, 26, Flames, FlameBlock, 1411.933
1,4, 71, Fireball, Fireball, 1415.017
2,3, 20, Fireball, Flames, 1418.133
2,9, 21, Flames, Flames, 1421.233
2,16, 30, Fireball, Flames, 1424.333
3,6, 27, Fireball, FlameBlock, 1427.45
1,2, 57, Fireball, Fireball, 1430.55
0,3, 16, Fireball, Nothing, 1433.65
2,3, 21, Flames, Flames, 1442.95
1,2, 61, Fireball, Fireball, 1446.05
2,6, 30, FlameBlock, Flames, 1449.15
0,11, 13, FlameBlock, Nothing, 1452.25
1,6, 76, Flames, Fireball, 1455.367
3,4, 11, FlameBlock, FlameBlock, 1458.45
2,3, 22, FlameBlock, Flames, 1461.55
2,11, 20, Flames, Flames, 1467.75
3,9, 19, Fireball, FlameBlock, 1470.85
3,0, 14, Fireball, FlameBlock, 1473.967
1,5, 64, Fireball, Fireball, 1477.05
3,9, 20, Fireball, FlameBlock, 1480.167
1,6, 77, Fireball, Fireball, 1486.35
1,5, 66, Fireball, Fireball, 1489.467
3,9, 21, Fireball, FlameBlock, 1492.55
2,12, 21, Flames, Flames, 1495.65
1,0, 61, Fireball, Fireball, 1498.75
2,1, 22, Fireball, Flames, 1501.833
1,3, 80, Fireball, Fireball, 1504.933
0,7, 27, FlameBlock, Nothing, 1511.117
0,6, 23, Fireball, Nothing, 1514.217
2,15, 29, Flames, Flames, 1517.317
2,5, 20, Flames, Flames, 1520.4
1,0, 64, Fireball, Fireball, 1523.5
1,4, 80, Fireball, Fireball, 1526.6
0,12, 28, Fireball, Nothing, 1529.683
3,1, 29, Flames, FlameBlock, 1532.8
1,2, 66, Fireball, Fireball, 1535.883
1,4, 81, Fireball, Fireball, 1538.983
3,4, 14, Fireball, FlameBlock, 1542.083
0,8, 21, Fireball, Nothing, 1545.183
3,4, 15, Fireball, FlameBlock, 1548.283
2,15, 30, Fireball, Flames, 1551.367
0,5, 20, Fireball, Nothing, 1554.467
1,3, 81, Fireball, Fireball, 1560.667
0,10, 26, Fireball, Nothing, 1563.767
3,10, 15, Fireball, FlameBlock, 1566.867
2,1, 23, Fireball, Flames, 1569.95
1,5, 71, Fireball, Fireball, 1573.067
2,17, 33, Flames, Flames, 1576.15
2,12, 22, FlameBlock, Flames, 1579.25
2,11, 21, Fireball, Flames, 1588.55
0,6, 26, Flames, Nothing, 1591.65
3,10, 16, Fireball, FlameBlock, 1594.75
2,17, 36, Fireball, Flames, 1597.833
3,5, 27, FlameBlock, FlameBlock, 1604.033
0,11, 16, Fireball, Nothing, 1607.133
2,6, 35, FlameBlock, Flames, 1610.233
1,4, 87, Fireball, Fireball, 1613.333
3,5, 28, Flames, FlameBlock, 1616.433
1,2, 72, Fireball, Fireball, 1619.533
3,9, 22, Fireball, FlameBlock, 1622.633
2,19, 34, FlameBlock, Flames, 1625.717
0,8, 22, FlameBlock, Nothing, 1635.017
2,6, 36, FlameBlock, Flames, 1638.117
0,5, 22, Fireball, Nothing, 1641.2
3,1, 32, Fireball, FlameBlock, 1647.383
0,1, 19, Flames, Nothing, 1653.583
3,10, 18, Fireball, FlameBlock, 1656.683
2,13, 35, FlameBlock, Flames, 1659.783
2,5, 25, Flames, Flames, 1662.883
3,6, 29, Fireball, FlameBlock, 1665.967
1,6, 83, Fireball, Fireball, 1669.067
0,8, 23, Flames, Nothing, 1675.25
0,0, 20, Fireball, Nothing, 1678.333
2,6, 37, Fireball, Flames, 1681.417
Motion, Set, MotionFinishedCount, Guess, Truth, Timer, 30, 177.3
2,11, 0, Nothing, Flames, 3.25
0,2, 0, Nothing, Nothing, 6.416667
3,8, 0, Nothing, FlameBlock, 9.683333
1,2, 0, Flames, Fireball, 12.91667
3,3, 0, Nothing, FlameBlock, 16.2
0,3, 1, Nothing, Nothing, 25.85
2,10, 0, Fireball, Flames, 28.98334
1,4, 0, Nothing, Fireball, 38.26667
3,5, 1, Nothing, FlameBlock, 97.16667
2,9, 0, Nothing, Flames, 131.35
1,3, 3, Nothing, Fireball, 147.0167
3,3, 1, Nothing, FlameBlock, 172.1167
3,4, 0, FlameBlock, FlameBlock, 184.7833
2,1, 0, Fireball, Flames, 206.6
0,8, 0, FlameBlock, Nothing, 219.0833
3,6, 0, FlameBlock, FlameBlock, 228.5
1,6, 3, FlameBlock, Fireball, 241.0333
1,3, 4, FlameBlock, Fireball, 256.9667
0,9, 0, FlameBlock, Nothing, 269.8834
0,7, 1, FlameBlock, Nothing, 282.45
1,1, 3, FlameBlock, Fireball, 307.6833
Motion, Set, MotionFinishedCount, Guess, Truth, Timer, 30, 177.3
1,0, 0, Nothing, Fireball, 3.25
2,13, 0, FlameBlock, Flames, 6.483334
1,6, 0, Nothing, Fireball, 9.6
1,1, 1, Flames, Fireball, 12.8
3,8, 0, Nothing, FlameBlock, 16
2,17, 0, Fireball, Flames, 19.2
0,6, 0, FlameBlock, Nothing, 22.36667
3,8, 1, Fireball, FlameBlock, 25.5
0,5, 0, Flames, Nothing, 35.06667
2,0, 0, Fireball, Flames, 38.16667
0,7, 2, FlameBlock, Nothing, 41.35
3,8, 2, Nothing, FlameBlock, 47.58334
1,6, 4, Nothing, Fireball, 50.76667
0,8, 2, Nothing, Nothing, 56.96667
3,1, 0, Nothing, FlameBlock, 60.18334
2,15, 2, Nothing, Flames, 63.45
0,10, 1, Nothing, Nothing, 66.55
3,4, 1, Fireball, FlameBlock, 72.86667
0,6, 2, Nothing, Nothing, 76.00001
1,2, 6, Nothing, Fireball, 79.10001
3,6, 1, Nothing, FlameBlock, 82.21667
2,0, 2, Fireball, Flames, 85.41667
3,5, 0, Fireball, FlameBlock, 88.65
3,7, 1, Nothing, FlameBlock, 91.8
1,5, 4, Fireball, Fireball, 94.93334
2,4, 1, Nothing, Flames, 98.13334
0,7, 3, FlameBlock, Nothing, 101.3833
2,20, 2, Fireball, Flames, 104.4833
2,18, 4, Nothing, Flames, 107.65
1,4, 1, Nothing, Fireball, 110.8167
1,4, 2, Nothing, Fireball, 113.95
2,14, 1, Flames, Flames, 117.1333
0,2, 1, Nothing, Nothing, 120.4
1,6, 7, Nothing, Fireball, 126.8
0,4, 1, Nothing, Nothing, 130.0167
3,6, 3, Nothing, FlameBlock, 133.25
1,1, 9, Flames, Fireball, 136.4167
0,0, 0, Nothing, Nothing, 139.5333
0,5, 1, Nothing, Nothing, 142.7667
1,4, 4, Fireball, Fireball, 145.9
3,0, 2, Nothing, FlameBlock, 149.15
1,6, 10, Nothing, Fireball, 155.5667
3,8, 5, Fireball, FlameBlock, 161.9
2,9, 3, Nothing, Flames, 165.05
2,1, 1, Nothing, Flames, 168.15
2,0, 5, Nothing, Flames, 171.2833
3,6, 4, Nothing, FlameBlock, 174.4833
1,2, 12, Fireball, Fireball, 177.75
0,5, 2, Nothing, Nothing, 180.95
1,4, 5, Nothing, Fireball, 184.0833
3,2, 3, Fireball, FlameBlock, 187.1833
0,6, 3, Nothing, Nothing, 190.2667
3,4, 2, Nothing, FlameBlock, 193.3667
0,0, 1, Flames, Nothing, 196.4667
0,7, 4, Flames, Nothing, 199.5667
2,3, 2, Fireball, Flames, 202.6667
0,2, 4, FlameBlock, Nothing, 205.7667
3,10, 1, Nothing, FlameBlock, 211.95
1,4, 7, Flames, Fireball, 215.05
3,1, 1, Nothing, FlameBlock, 218.15
0,7, 5, Fireball, Nothing, 221.2333
2,12, 1, Flames, Flames, 224.3333
1,3, 4, Flames, Fireball, 227.4333
3,4, 4, Nothing, FlameBlock, 230.5333
1,3, 5, Nothing, Fireball, 236.7334
2,7, 4, FlameBlock, Flames, 239.8333
1,6, 15, Flames, Fireball, 242.9167
3,10, 2, Fireball, FlameBlock, 246.0333
1,2, 15, Fireball, Fireball, 249.15
3,0, 4, FlameBlock, FlameBlock, 255.3167
2,18, 10, Nothing, Flames, 258.4167
0,6, 4, FlameBlock, Nothing, 261.5167
2,3, 4, Fireball, Flames, 267.7167
2,5, 6, Flames, Flames, 270.8167
2,6, 1, Flames, Flames, 273.9167
3,0, 5, Nothing, FlameBlock, 277.0667
1,2, 16, Flames, Fireball, 280.2
0,2, 5, Fireball, Nothing, 283.3
1,5, 15, Fireball, Fireball, 286.5
1,6, 16, Nothing, Fireball, 289.5667
3,5, 2, Nothing, FlameBlock, 295.8167
3,6, 5, Nothing, FlameBlock, 298.9333
2,20, 9, FlameBlock, Flames, 302.0667
2,14, 7, Nothing, Flames, 305.2
3,7, 6, Flames, FlameBlock, 308.3
0,3, 4, Nothing, Nothing, 311.4333
3,9, 1, Nothing, FlameBlock, 320.8
0,6, 5, Nothing, Nothing, 323.9
2,2, 3, FlameBlock, Flames, 327.0167
3,5, 3, Fireball, FlameBlock, 330.1
2,13, 7, Nothing, Flames, 333.2
0,10, 3, Flames, Nothing, 336.3333
2,4, 6, Fireball, Flames, 339.45
0,1, 4, Fireball, Nothing, 342.55
1,6, 20, Nothing, Fireball, 345.6833
3,10, 3, Fireball, FlameBlock, 348.8333
2,3, 6, FlameBlock, Flames, 352.05
2,4, 7, Nothing, Flames, 355.1667
1,2, 22, FlameBlock, Fireball, 358.25
0,8, 4, Flames, Nothing, 361.35
2,3, 7, Flames, Flames, 364.4833
2,6, 3, Flames, Flames, 367.6
3,2, 8, FlameBlock, FlameBlock, 370.7167
0,7, 9, Nothing, Nothing, 373.8333
3,2, 9, Nothing, FlameBlock, 380.0334
1,0, 24, Flames, Fireball, 383.15
0,0, 5, FlameBlock, Nothing, 386.25
2,16, 5, Nothing, Flames, 395.65
2,1, 5, Flames, Flames, 398.7834
1,0, 28, Fireball, Fireball, 401.9
0,9, 6, Fireball, Nothing, 405.0167
0,7, 10, Flames, Nothing, 408.1
3,10, 4, Fireball, FlameBlock, 411.2167
3,1, 3, Nothing, FlameBlock, 414.3167
1,0, 30, Nothing, Fireball, 417.4167
1,3, 19, Nothing, Fireball, 420.5334
Motion, Set, MotionFinishedCount, Guess, Truth, Timer, 30, 177.3
1,6, 0, Nothing, Fireball, 3.316667
1,2, 0, Nothing, Fireball, 6.566667
2,20, 1, Flames, Flames, 9.833334
1,4, 1, Flames, Fireball, 13.08333
3,5, 0, Nothing, FlameBlock, 16.33333
3,9, 0, Flames, FlameBlock, 19.6
1,6, 1, Fireball, Fireball, 26.11667
0,7, 0, Fireball, Nothing, 32.61667
2,12, 0, Fireball, Flames, 35.88334
2,0, 0, Fireball, Flames, 39.13334
3,1, 0, Fireball, FlameBlock, 42.4
3,6, 0, Fireball, FlameBlock, 45.65
2,4, 0, Nothing, Flames, 48.9
0,10, 1, Fireball, Nothing, 52.11667
0,11, 2, FlameBlock, Nothing, 55.28334
0,2, 1, Nothing, Nothing, 58.46667
2,0, 1, Flames, Flames, 61.78334
2,12, 1, Nothing, Flames, 64.8
2,20, 3, Nothing, Flames, 67.96667
1,2, 5, Nothing, Fireball, 71.13334
1,2, 7, Fireball, Fireball, 74.3
2,12, 2, Flames, Flames, 77.46667
1,6, 3, Nothing, Fireball, 80.68333
2,16, 1, FlameBlock, Flames, 83.78334
3,4, 0, Nothing, FlameBlock, 86.91667
1,3, 2, Nothing, Fireball, 90.06667
3,10, 0, Flames, FlameBlock, 93.23334
0,7, 2, Flames, Nothing, 96.4
0,5, 3, Nothing, Nothing, 102.7333
3,10, 1, Nothing, FlameBlock, 105.9
1,3, 3, Nothing, Fireball, 109.0667
3,6, 2, Nothing, FlameBlock, 112.2333
3,0, 0, Nothing, FlameBlock, 115.4
0,2, 2, Fireball, Nothing, 118.5667
0,12, 1, Nothing, Nothing, 121.7333
3,1, 2, FlameBlock, FlameBlock, 124.9
0,9, 1, Fireball, Nothing, 131.2333
0,2, 3, Nothing, Nothing, 134.4
2,14, 2, Nothing, Flames, 140.7333
0,8, 2, Nothing, Nothing, 143.9
2,12, 3, FlameBlock, Flames, 147.0667
1,5, 7, Nothing, Fireball, 150.2333
1,1, 4, Nothing, Fireball, 153.4
2,6, 5, Nothing, Flames, 156.5667
2,11, 2, Fireball, Flames, 159.7333
3,1, 3, Nothing, FlameBlock, 162.9
1,3, 5, Nothing, Fireball, 166.0667
1,1, 6, Nothing, Fireball, 169.2333
2,3, 1, Nothing, Flames, 172.4
3,0, 1, Nothing, FlameBlock, 175.5667
3,6, 3, Flames, FlameBlock, 178.7333
3,2, 1, Nothing, FlameBlock, 181.9
1,6, 5, Fireball, Fireball, 185.0667
0,10, 5, Nothing, Nothing, 188.2333
0,2, 4, Fireball, Nothing, 194.5667
1,5, 8, Fireball, Fireball, 197.7333
0,9, 2, Nothing, Nothing, 200.9
2,4, 2, FlameBlock, Flames, 204.0667
2,13, 4, Flames, Flames, 207.2333
0,2, 5, Fireball, Nothing, 210.4
0,6, 4, Nothing, Nothing, 213.5667
2,9, 1, Flames, Flames, 216.7333
1,2, 18, Nothing, Fireball, 219.9
0,3, 4, Fireball, Nothing, 223.0667
3,6, 4, FlameBlock, FlameBlock, 232.5667
0,2, 6, Fireball, Nothing, 238.9
3,4, 4, Nothing, FlameBlock, 242.0667
1,4, 8, Flames, Fireball, 245.4
1,1, 11, Fireball, Fireball, 248.4
3,2, 2, Nothing, FlameBlock, 254.7334
0,9, 4, Nothing, Nothing, 257.9
2,15, 8, Nothing, Flames, 261.0667
3,6, 5, FlameBlock, FlameBlock, 264.2333
0,5, 7, Nothing, Nothing, 267.4
0,8, 5, Nothing, Nothing, 270.5667
1,0, 12, Flames, Fireball, 273.7333
3,1, 7, Nothing, FlameBlock, 276.9
2,15, 9, Fireball, Flames, 283.2333
1,6, 8, FlameBlock, Fireball, 286.4
1,1, 15, Flames, Fireball, 289.5667
2,12, 5, Nothing, Flames, 292.7333
1,3, 10, Fireball, Fireball, 295.9
1,6, 11, Fireball, Fireball, 299.0667
3,3, 3, Nothing, FlameBlock, 302.2333
3,7, 6, Fireball, FlameBlock, 305.4
0,8, 7, FlameBlock, Nothing, 308.5667
2,0, 5, Flames, Flames, 314.9
1,6, 14, Fireball, Fireball, 318.0667
0,3, 5, Fireball, Nothing, 324.4
0,6, 5, FlameBlock, Nothing, 333.9
3,4, 7, Fireball, FlameBlock, 337.0667
2,14, 5, Nothing, Flames, 340.2333
2,3, 2, Fireball, Flames, 343.4
3,5, 2, Flames, FlameBlock, 346.5667
3,5, 3, Fireball, FlameBlock, 349.7333
3,2, 5, Nothing, FlameBlock, 352.9
2,7, 10, Fireball, Flames, 356.0667
3,2, 6, Nothing, FlameBlock, 359.2333
3,1, 11, FlameBlock, FlameBlock, 362.4
2,2, 5, Fireball, Flames, 365.5667
0,7, 5, FlameBlock, Nothing, 368.7333
1,2, 22, Fireball, Fireball, 371.9
2,1, 4, FlameBlock, Flames, 375.0667
1,6, 17, Flames, Fireball, 378.2334
0,0, 1, FlameBlock, Nothing, 381.4
1,6, 18, Fireball, Fireball, 387.7334
2,11, 5, Flames, Flames, 390.9
3,7, 9, FlameBlock, FlameBlock, 394.0667
0,2, 9, Fireball, Nothing, 397.2334
2,20, 10, Nothing, Flames, 400.4
3,3, 5, FlameBlock, FlameBlock, 403.5667
3,2, 8, FlameBlock, FlameBlock, 406.7334
3,5, 4, FlameBlock, FlameBlock, 409.9
1,4, 16, Flames, Fireball, 413.0667
0,2, 10, Fireball, Nothing, 416.2334
0,1, 3, Fireball, Nothing, 419.4
1,5, 18, Fireball, Fireball, 425.7334
2,17, 6, FlameBlock, Flames, 428.9
1,5, 19, Fireball, Fireball, 435.2334
1,6, 23, Fireball, Fireball, 438.4
0,7, 7, Fireball, Nothing, 441.5667
0,9, 6, Fireball, Nothing, 444.7334
1,2, 27, FlameBlock, Fireball, 447.9
1,5, 20, Fireball, Fireball, 451.0667
0,11, 8, Fireball, Nothing, 454.2334
2,12, 7, FlameBlock, Flames, 457.4
0,5, 10, FlameBlock, Nothing, 460.5667
2,19, 7, Fireball, Flames, 463.7334
2,11, 7, Flames, Flames, 466.9
3,10, 6, Nothing, FlameBlock, 470.0667
2,12, 8, FlameBlock, Flames, 476.4
2,1, 5, Nothing, Flames, 479.5667
1,6, 25, Fireball, Fireball, 485.9
3,9, 8, FlameBlock, FlameBlock, 489.0667
1,2, 28, Fireball, Fireball, 495.4
2,10, 6, Flames, Flames, 498.5667
0,6, 6, Fireball, Nothing, 501.7334
2,0, 12, Flames, Flames, 504.9
0,1, 4, FlameBlock, Nothing, 508.0667
3,5, 5, FlameBlock, FlameBlock, 511.2334
3,3, 6, FlameBlock, FlameBlock, 514.4
3,1, 14, FlameBlock, FlameBlock, 517.5667
3,4, 9, FlameBlock, FlameBlock, 520.7333
1,4, 22, Flames, Fireball, 527.0667
1,0, 24, Nothing, Fireball, 530.2333
2,3, 6, Fireball, Flames, 533.4
2,12, 9, Nothing, Flames, 536.5667
3,3, 7, Flames, FlameBlock, 539.7333
1,1, 25, FlameBlock, Fireball, 542.9
2,5, 7, Fireball, Flames, 546.2333
1,2, 29, FlameBlock, Fireball, 549.2333
0,4, 8, Flames, Nothing, 552.4
3,0, 11, FlameBlock, FlameBlock, 555.5667
0,11, 12, FlameBlock, Nothing, 558.7333
0,12, 7, Flames, Nothing, 561.9
3,6, 7, FlameBlock, FlameBlock, 565.0667
3,9, 12, FlameBlock, FlameBlock, 568.2333
0,6, 7, Fireball, Nothing, 571.4
1,6, 28, FlameBlock, Fireball, 577.7333
1,1, 26, FlameBlock, Fireball, 580.9
2,8, 5, Fireball, Flames, 584.0667
1,6, 30, Fireball, Fireball, 590.4
0,7, 11, FlameBlock, Nothing, 593.5667
2,15, 13, Fireball, Flames, 596.7333
2,11, 9, Flames, Flames, 599.9
3,2, 10, FlameBlock, FlameBlock, 603.0667
0,3, 10, FlameBlock, Nothing, 609.4
0,8, 12, FlameBlock, Nothing, 612.5667
0,11, 16, FlameBlock, Nothing, 615.7333
2,20, 11, FlameBlock, Flames, 618.9
3,10, 9, FlameBlock, FlameBlock, 622.0667
3,2, 11, FlameBlock, FlameBlock, 625.2333
3,10, 10, FlameBlock, FlameBlock, 628.4
1,5, 29, FlameBlock, Fireball, 631.5667
3,7, 14, FlameBlock, FlameBlock, 634.7333
1,3, 23, Nothing, Fireball, 637.9
3,4, 12, FlameBlock, FlameBlock, 641.0667
0,9, 8, FlameBlock, Nothing, 644.2333
2,2, 11, Fireball, Flames, 647.4
3,0, 12, Flames, FlameBlock, 650.5667
1,5, 31, Fireball, Fireball, 653.7333
0,2, 13, Fireball, Nothing, 660.0667
1,2, 33, Flames, Fireball, 663.2334
0,5, 14, FlameBlock, Nothing, 666.4
2,14, 12, Nothing, Flames, 669.5667
0,7, 13, Fireball, Nothing, 672.7334
2,13, 10, Nothing, Flames, 675.9
1,3, 27, FlameBlock, Fireball, 679.0667
3,2, 12, Nothing, FlameBlock, 685.4
2,15, 14, Fireball, Flames, 688.5667
1,2, 34, FlameBlock, Fireball, 691.7334
1,1, 30, FlameBlock, Fireball, 694.9
2,2, 13, FlameBlock, Flames, 698.0667
0,4, 12, Fireball, Nothing, 701.4
0,5, 15, FlameBlock, Nothing, 704.4
3,8, 7, FlameBlock, FlameBlock, 707.5667
1,6, 34, FlameBlock, Fireball, 710.7334
0,3, 13, Flames, Nothing, 713.9
1,5, 34, Fireball, Fireball, 717.0667
3,4, 15, FlameBlock, FlameBlock, 720.2334
2,12, 12, FlameBlock, Flames, 723.4
0,3, 14, FlameBlock, Nothing, 726.5667
2,4, 10, FlameBlock, Flames, 729.7334
2,7, 15, FlameBlock, Flames, 732.9
1,1, 33, Fireball, Fireball, 736.0667
3,2, 14, FlameBlock, FlameBlock, 742.4
2,10, 11, FlameBlock, Flames, 745.5667
1,0, 37, Flames, Fireball, 748.7334
0,3, 15, FlameBlock, Nothing, 755.0667
3,6, 8, FlameBlock, FlameBlock, 758.2334
1,4, 32, FlameBlock, Fireball, 761.4
2,3, 10, FlameBlock, Flames, 764.5667
2,2, 14, FlameBlock, Flames, 767.7334
3,5, 7, FlameBlock, FlameBlock, 770.9
3,2, 15, FlameBlock, FlameBlock, 774.0667
0,12, 9, Fireball, Nothing, 777.2334
2,18, 9, Fireball, Flames, 783.5667
2,3, 11, Fireball, Flames, 786.7334
