Right, Wrong, Bool
6039,3962,1
7909,2092,1
8950,1051,1
9529,472,1
9695,306,1
9760,241,1
9853,148,1
9838,163,1
9804,197,1
9878,123,1
9805,196,1
9849,152,1
9900,101,1
9846,155,1
9937,64,1
9905,96,1
9891,110,1
9919,82,1
9908,93,1
