I0,I1,I2,States,,IsTrue,IsFalse
3.236958,41.80764,153.2957,FALSE,,,3.236958
2.377314,11.49874,154.9997,FALSE,,,2.377314
1.543264,70.58311,153.3699,FALSE,,,1.543264
1.724059,108.7464,57.525,FALSE,,,1.724059
1.720101,114.4192,57.01536,FALSE,,,1.720101
1.925035,119.6019,55.45542,FALSE,,,1.925035
2.28447,124.2928,52.06689,FALSE,,,2.28447
2.467859,129.6788,51.01114,FALSE,,,2.467859
2.584521,139.0396,50.06356,FALSE,,,2.584521
2.835718,148.9678,48.20541,FALSE,,,2.835718
2.692868,154.1085,52.40554,FALSE,,,2.692868
2.591589,158.6927,55.94183,FALSE,,,2.591589
2.899332,176.7014,51.85246,FALSE,,,2.899332
3.282304,162.815,51.87373,FALSE,,,3.282304
3.658905,149.2926,50.49116,FALSE,,,3.658905
4.337107,127.8834,50.33252,FALSE,,,4.337107
5.135387,115.1997,53.2586,FALSE,,,5.135387
5.492845,106.6255,60.03868,FALSE,,,5.492845
5.663963,99.86196,69.95383,FALSE,,,5.663963
5.652516,96.08847,76.53491,FALSE,,,5.652516
5.685783,93.43643,83.86186,FALSE,,,5.685783
5.430918,90.3778,95.78438,FALSE,,,5.430918
5.0954,87.74075,105.2395,FALSE,,,5.0954
4.905801,86.22591,111.958,FALSE,,,4.905801
4.348376,84.83768,122.5532,FALSE,,,4.348376
3.342454,131.3034,44.54944,FALSE,,,3.342454
3.992071,140.0345,40.80203,FALSE,,,3.992071
4.577746,153.3973,37.96166,FALSE,,,4.577746
4.898627,169.0412,36.97178,FALSE,,,4.898627
5.486009,163.7144,38.31125,FALSE,,,5.486009
6.088566,140.6247,43.15526,FALSE,,,6.088566
6.267378,126.8608,49.9071,FALSE,,,6.267378
6.561362,115.418,58.82888,FALSE,,,6.561362
6.622624,107.4867,67.47053,FALSE,,,6.622624
6.493977,100.4145,77.04789,FALSE,,,6.493977
6.25984,96.82163,86.72856,FALSE,,,6.25984
5.843166,93.28508,97.9362,FALSE,,,5.843166
5.807465,86.75193,108.724,FALSE,,,5.807465
5.334448,81.74213,115.6249,FALSE,,,5.334448
4.930521,75.68864,123.5268,FALSE,,,4.930521
4.487347,68.72034,128.8268,FALSE,,,4.487347
3.549182,60.83681,132.6105,FALSE,,,3.549182
3.998253,119.8161,41.32654,FALSE,,,3.998253
4.893618,130.4034,36.38259,FALSE,,,4.893618
5.626215,147.6515,34.43723,FALSE,,,5.626215
6.077606,176.6614,35.62885,FALSE,,,6.077606
6.702707,156.1742,40.2796,FALSE,,,6.702707
6.862457,138.4552,47.62954,FALSE,,,6.862457
6.628412,128.0055,55.792,FALSE,,,6.628412
6.476666,119.8389,64.54569,FALSE,,,6.476666
6.2647,110.9491,74.47836,FALSE,,,6.2647
5.89778,104.8947,82.07117,FALSE,,,5.89778
5.564047,100.389,88.53489,FALSE,,,5.564047
5.131016,95.37512,99.86501,FALSE,,,5.131016
5.02429,89.79679,110.2784,FALSE,,,5.02429
5.127127,84.93933,114.2832,FALSE,,,5.127127
5.010882,80.85847,121.481,FALSE,,,5.010882
4.73042,76.73127,129.4671,FALSE,,,4.73042
4.265114,73.05679,136.8559,FALSE,,,4.265114
3.709346,65.64114,143.4185,FALSE,,,3.709346
2.776568,113.2245,58.86772,FALSE,,,2.776568
3.723023,114.4225,50.9993,FALSE,,,3.723023
4.625046,119.7348,45.52451,FALSE,,,4.625046
5.205126,132.7144,41.87185,FALSE,,,5.205126
5.748494,151.9045,39.19275,FALSE,,,5.748494
6.617068,178.9797,38.46775,FALSE,,,6.617068
7.567145,146.5212,41.56567,FALSE,,,7.567145
7.780134,128.8964,48.53779,FALSE,,,7.780134
7.47262,118.7383,58.42631,FALSE,,,7.47262
7.079718,112.4522,68.06522,FALSE,,,7.079718
6.636356,107.7674,78.05179,FALSE,,,6.636356
6.179766,103.3565,87.05419,FALSE,,,6.179766
5.623027,97.95968,95.97314,FALSE,,,5.623027
5.427564,92.75848,103.5008,FALSE,,,5.427564
5.351369,88.41592,110.6227,FALSE,,,5.351369
5.327202,83.61237,118.8433,FALSE,,,5.327202
4.880561,79.99479,125.1365,FALSE,,,4.880561
4.386253,73.89901,131.847,FALSE,,,4.386253
3.98216,65.89153,136.4112,FALSE,,,3.98216
3.297496,55.80712,140.337,FALSE,,,3.297496
4.408792,117.9447,32.04665,FALSE,,,4.408792
5.183819,140.8244,29.24885,FALSE,,,5.183819
5.626094,173.6992,29.17634,FALSE,,,5.626094
6.289259,151.6769,32.34366,FALSE,,,6.289259
6.78739,131.2098,38.75388,FALSE,,,6.78739
7.036425,119.2124,48.22688,FALSE,,,7.036425
7.376916,112.5715,58.86267,FALSE,,,7.376916
7.222171,108.3346,68.76176,FALSE,,,7.222171
6.945188,104.0366,78.98521,FALSE,,,6.945188
6.990699,98.96487,91.32188,FALSE,,,6.990699
7.051423,95.88378,103.7675,FALSE,,,7.051423
6.653298,94.69725,113.7633,FALSE,,,6.653298
6.106978,91.57407,125.3384,FALSE,,,6.106978
5.812728,85.73474,136.9392,FALSE,,,5.812728
5.212088,78.2808,143.3371,FALSE,,,5.212088
4.332736,67.13017,147.8816,FALSE,,,4.332736
3.457093,31.36892,151.3436,FALSE,,,3.457093
2.652289,21.85519,150.9737,FALSE,,,2.652289
5.190585,120.3381,43.93107,FALSE,,,5.190585
5.612769,134.4387,40.67662,FALSE,,,5.612769
6.399027,156.0252,38.74873,FALSE,,,6.399027
6.789576,168.6623,39.43771,FALSE,,,6.789576
7.290336,137.1267,44.94973,FALSE,,,7.290336
7.510655,123.4501,51.56877,FALSE,,,7.510655
7.39312,114.8484,61.37112,FALSE,,,7.39312
7.570056,110.662,70.31416,FALSE,,,7.570056
7.274698,106.7487,80.4387,FALSE,,,7.274698
6.846807,104.0272,91.07896,FALSE,,,6.846807
6.09966,99.73634,100.4727,FALSE,,,6.09966
5.912783,95.71529,111.086,FALSE,,,5.912783
5.980165,94.81361,121.5503,FALSE,,,5.980165
5.820518,91.32861,133.032,FALSE,,,5.820518
5.380395,88.5409,139.6994,FALSE,,,5.380395
4.716796,84.7351,143.8304,FALSE,,,4.716796
3.969874,69.04637,148.6991,FALSE,,,3.969874
3.140983,12.22121,149.7528,FALSE,,,3.140983
2.056841,38.9758,149.4866,FALSE,,,2.056841
0.9734828,63.53827,137.4346,FALSE,,,0.9734828
0.5191454,73.71832,86.19563,FALSE,,,0.5191454
0.8771592,86.38109,38.19859,FALSE,,,0.8771592
1.489061,90.99313,31.58528,FALSE,,,1.489061
1.936983,91.07919,31.92735,FALSE,,,1.936983
2.26961,88.73896,33.30755,FALSE,,,2.26961
2.445735,104.8396,62.44848,FALSE,,,2.445735
3.197178,107.2019,54.41871,FALSE,,,3.197178
3.914428,109.9309,48.05384,FALSE,,,3.914428
4.603479,115.2787,41.64116,FALSE,,,4.603479
5.080206,122.6452,36.93746,FALSE,,,5.080206
5.56107,142.0403,33.05474,FALSE,,,5.56107
6.185404,176.1843,32.27826,FALSE,,,6.185404
6.89788,148.8755,36.35598,FALSE,,,6.89788
7.411514,130.3987,44.57933,FALSE,,,7.411514
7.160838,121.1224,54.37918,FALSE,,,7.160838
6.600112,116.1362,64.04709,FALSE,,,6.600112
6.155789,114.796,74.78613,FALSE,,,6.155789
6.190585,109.9505,83.41988,FALSE,,,6.190585
6.297905,100.9401,92.64248,FALSE,,,6.297905
6.281966,97.00029,104.7656,FALSE,,,6.281966
6.286561,94.307,117.9188,FALSE,,,6.286561
6.282597,88.21295,128.9871,FALSE,,,6.282597
5.932256,82.45207,136.2488,FALSE,,,5.932256
5.156289,73.57969,145.5112,FALSE,,,5.156289
4.335819,56.27505,152.8113,FALSE,,,4.335819
3.400156,33.63059,155.6883,FALSE,,,3.400156
2.337988,29.74712,158.2827,FALSE,,,2.337988
1.344682,106.9187,164.4722,FALSE,,,1.344682
0.5050802,128.3913,121.3548,FALSE,,,0.5050802
0.8866196,127.3163,50.78249,FALSE,,,0.8866196
1.364314,114.5788,32.28117,FALSE,,,1.364314
1.929081,94.09525,26.72429,FALSE,,,1.929081
2.28687,84.55384,27.30853,FALSE,,,2.28687
2.427581,76.6571,30.22444,FALSE,,,2.427581
2.512327,68.87904,31.81202,FALSE,,,2.512327
1.341013,114.1276,47.58859,FALSE,,,1.341013
1.730827,122.9505,43.8221,FALSE,,,1.730827
2.301733,127.2761,39.27691,FALSE,,,2.301733
2.833442,133.1487,35.49582,FALSE,,,2.833442
3.347772,146.4108,32.80543,FALSE,,,3.347772
4.241513,174.632,31.65138,FALSE,,,4.241513
5.048563,156.8717,32.66789,FALSE,,,5.048563
5.299875,139.2569,36.86662,FALSE,,,5.299875
5.649188,128.2823,43.76982,FALSE,,,5.649188
5.918263,121.0829,50.87116,FALSE,,,5.918263
6.059136,115.0951,60.82688,FALSE,,,6.059136
6.102709,110.3566,71.69157,FALSE,,,6.102709
5.82986,105.9876,81.79955,FALSE,,,5.82986
5.64693,102.3254,89.62414,FALSE,,,5.64693
5.586001,99.43293,97.54866,FALSE,,,5.586001
5.428983,95.84464,108.5053,FALSE,,,5.428983
5.054058,92.16232,119.8171,FALSE,,,5.054058
4.751235,87.89058,127.2461,FALSE,,,4.751235
4.487661,80.00873,134.4202,FALSE,,,4.487661
4.041442,71.62894,140.6891,FALSE,,,4.041442
3.332844,63.94792,146.7963,FALSE,,,3.332844
2.459131,113.9515,47.08279,FALSE,,,2.459131
3.066668,112.349,42.60929,FALSE,,,3.066668
3.796207,114.1022,37.90748,FALSE,,,3.796207
4.386283,118.9816,33.23357,FALSE,,,4.386283
4.894175,128.6493,28.33217,FALSE,,,4.894175
5.541068,148.2671,25.34235,FALSE,,,5.541068
5.796441,173.7639,26.42563,FALSE,,,5.796441
6.149789,144.2521,31.20798,FALSE,,,6.149789
6.468902,127.8701,37.63727,FALSE,,,6.468902
6.388366,116.5267,47.21336,FALSE,,,6.388366
6.308035,110.3004,57.47767,FALSE,,,6.308035
6.138344,108.2628,65.97198,FALSE,,,6.138344
5.984706,104.3567,75.09197,FALSE,,,5.984706
6.088798,99.07437,87.45269,FALSE,,,6.088798
5.95145,96.86272,98.35258,FALSE,,,5.95145
5.938359,94.37429,109.3066,FALSE,,,5.938359
6.206868,89.16255,120.5472,FALSE,,,6.206868
5.872772,84.47068,129.5577,FALSE,,,5.872772
5.211146,80.50916,139.3271,FALSE,,,5.211146
4.594151,70.30659,150.8858,FALSE,,,4.594151
3.985288,52.35804,158.0908,FALSE,,,3.985288
3.024194,15.69989,163.1032,FALSE,,,3.024194
2.146912,88.70238,165.5434,FALSE,,,2.146912
1.214099,126.0857,168.7172,FALSE,,,1.214099
3.13596,116.3191,40.1034,FALSE,,,3.13596
3.741933,121.3132,33.76955,FALSE,,,3.741933
4.207661,132.0644,27.13056,FALSE,,,4.207661
4.712568,148.2728,21.82552,FALSE,,,4.712568
5.212687,169.6657,19.39955,FALSE,,,5.212687
5.764534,157.5923,21.40336,FALSE,,,5.764534
6.06135,133.8425,28.86106,FALSE,,,6.06135
6.209588,121.5359,36.92088,FALSE,,,6.209588
6.335158,113.059,46.53524,FALSE,,,6.335158
6.234994,108.401,56.4652,FALSE,,,6.234994
6.139499,105.6281,66.02283,FALSE,,,6.139499
6.091808,101.9881,77.37052,FALSE,,,6.091808
5.886389,98.37177,86.75316,FALSE,,,5.886389
5.719307,96.08669,95.12547,FALSE,,,5.719307
5.732745,93.2304,106.1577,FALSE,,,5.732745
5.732384,89.42871,117.6058,FALSE,,,5.732384
5.583971,85.32005,128.4442,FALSE,,,5.583971
5.322964,81.34531,137.2982,FALSE,,,5.322964
4.943338,76.76518,146.4542,FALSE,,,4.943338
4.645353,66.56755,157.6383,FALSE,,,4.645353
4.100366,39.67749,167.2868,FALSE,,,4.100366
3.306732,44.44129,170.2431,FALSE,,,3.306732
2.532271,86.15871,163.6865,FALSE,,,2.532271
1.707084,100.4425,147.6569,FALSE,,,1.707084
1.596043,118.7193,49.30307,FALSE,,,1.596043
2.05202,120.4116,42.56502,FALSE,,,2.05202
2.664513,122.4902,36.78711,FALSE,,,2.664513
3.182788,127.4032,32.82624,FALSE,,,3.182788
3.800822,134.7167,28.75003,FALSE,,,3.800822
4.432287,149.7857,25.10083,FALSE,,,4.432287
5.008642,174.3307,23.78228,FALSE,,,5.008642
5.647904,157.9936,24.98499,FALSE,,,5.647904
5.838563,138.035,29.39245,FALSE,,,5.838563
5.806117,124.6049,36.53613,FALSE,,,5.806117
6.363865,112.3414,45.29427,FALSE,,,6.363865
6.605672,105.1231,53.42644,FALSE,,,6.605672
6.712367,98.14637,67.10325,FALSE,,,6.712367
6.924983,93.38477,79.62243,FALSE,,,6.924983
6.831731,90.74422,91.00719,FALSE,,,6.831731
6.731817,88.46532,104.1915,FALSE,,,6.731817
6.269382,85.93293,114.7718,FALSE,,,6.269382
6.10363,81.60023,125.8868,FALSE,,,6.10363
5.842767,76.47812,137.3554,FALSE,,,5.842767
5.104091,70.42642,148.4088,FALSE,,,5.104091
4.185871,61.7434,160.2034,FALSE,,,4.185871
3.433718,61.59454,164.8835,FALSE,,,3.433718
2.518181,42.38391,170.7339,FALSE,,,2.518181
1.420274,79.44749,163.2825,FALSE,,,1.420274
2.289865,126.3476,39.72639,FALSE,,,2.289865
2.970961,128.8572,33.97282,FALSE,,,2.970961
3.51659,133.8917,28.36503,FALSE,,,3.51659
4.034749,145.5712,21.78691,FALSE,,,4.034749
4.50378,167.3006,17.98421,FALSE,,,4.50378
4.991707,163.4246,18.71577,FALSE,,,4.991707
5.421514,141.8333,23.32458,FALSE,,,5.421514
5.704145,127.6215,30.10847,FALSE,,,5.704145
6.059342,119.0959,39.46041,FALSE,,,6.059342
6.120101,115.5512,48.3764,FALSE,,,6.120101
6.211248,112.5241,58.94407,FALSE,,,6.211248
6.252035,110.2881,68.92326,FALSE,,,6.252035
5.99982,107.5862,80.25476,FALSE,,,5.99982
5.941428,104.6451,91.89127,FALSE,,,5.941428
5.813764,101.909,100.3281,FALSE,,,5.813764
5.723841,97.61987,111.2876,FALSE,,,5.723841
5.632282,93.1217,122.3588,FALSE,,,5.632282
5.422307,89.6642,130.6447,FALSE,,,5.422307
5.267863,83.20022,139.9491,FALSE,,,5.267863
4.920978,70.03145,149.9957,FALSE,,,4.920978
4.180812,49.91839,158.1068,FALSE,,,4.180812
3.275506,30.50892,163.147,FALSE,,,3.275506
2.443029,12.84855,166.7202,FALSE,,,2.443029
1.461681,40.98045,164.4265,FALSE,,,1.461681
2.189375,109.7531,45.23793,FALSE,,,2.189375
2.716527,112.9465,42.32687,FALSE,,,2.716527
3.36045,117.7976,37.97329,FALSE,,,3.36045
3.949041,122.9265,33.42042,FALSE,,,3.949041
4.409108,134.4171,29.4031,FALSE,,,4.409108
4.948505,155.5973,27.5228,FALSE,,,4.948505
5.358697,179.4366,27.96345,FALSE,,,5.358697
5.735989,158.7169,30.12025,FALSE,,,5.735989
6.249946,134.1449,35.94345,FALSE,,,6.249946
6.558439,120.0251,44.70664,FALSE,,,6.558439
6.609857,113.3426,52.76352,FALSE,,,6.609857
6.599904,107.931,61.39578,FALSE,,,6.599904
6.531239,102.9858,72.26837,FALSE,,,6.531239
6.552118,98.25077,83.54939,FALSE,,,6.552118
6.56172,94.46255,93.43512,FALSE,,,6.56172
6.359008,91.80712,103.0486,FALSE,,,6.359008
6.139381,87.62521,115.3598,FALSE,,,6.139381
5.870205,84.17889,124.6456,FALSE,,,5.870205
5.540815,80.70957,133.6268,FALSE,,,5.540815
5.124989,73.33595,143.0163,FALSE,,,5.124989
4.339581,64.41121,148.8252,FALSE,,,4.339581
3.455565,56.42059,154.2272,FALSE,,,3.455565
2.368284,10.28203,162.2883,FALSE,,,2.368284
2.195857,103.1132,67.26338,FALSE,,,2.195857
2.650759,103.7252,59.90909,FALSE,,,2.650759
2.947813,105.191,54.21697,FALSE,,,2.947813
3.558854,110.0688,47.58207,FALSE,,,3.558854
4.327771,118.5122,42.14574,FALSE,,,4.327771
4.79089,130.0517,39.33849,FALSE,,,4.79089
5.222582,152.0864,37.11992,FALSE,,,5.222582
5.900842,173.6165,37.37812,FALSE,,,5.900842
6.406678,145.6411,39.5211,FALSE,,,6.406678
6.450911,125.4338,46.06081,FALSE,,,6.450911
6.586517,116.0683,55.936,FALSE,,,6.586517
6.696195,112.0204,63.57581,FALSE,,,6.696195
6.592471,108.8988,73.85168,FALSE,,,6.592471
6.591489,106.646,85.21461,FALSE,,,6.591489
6.395079,103.606,95.15196,FALSE,,,6.395079
6.124008,99.74594,103.4916,FALSE,,,6.124008
5.92414,96.85375,114.0768,FALSE,,,5.92414
5.972889,94.04293,123.3815,FALSE,,,5.972889
5.639597,88.83935,130.8406,FALSE,,,5.639597
5.164173,80.53912,138.2148,FALSE,,,5.164173
4.717165,69.08916,143.6935,FALSE,,,4.717165
4.147349,45.9783,146.2127,FALSE,,,4.147349
3.350336,12.54805,146.2187,FALSE,,,3.350336
2.442439,30.78911,145.3078,FALSE,,,2.442439
3.988188,129.3005,37.77117,FALSE,,,3.988188
4.728285,146.2628,33.39025,FALSE,,,4.728285
5.376433,172.4689,32.1472,FALSE,,,5.376433
5.815514,154.0262,34.16383,FALSE,,,5.815514
6.410332,128.2524,38.24029,FALSE,,,6.410332
6.682879,115.5195,44.36354,FALSE,,,6.682879
6.608415,109.3482,52.90377,FALSE,,,6.608415
6.772859,104.1187,63.23182,FALSE,,,6.772859
6.671477,100.026,74.58829,FALSE,,,6.671477
6.275498,96.86295,83.45589,FALSE,,,6.275498
6.064896,92.73976,92.51649,FALSE,,,6.064896
6.185863,89.80011,101.5552,FALSE,,,6.185863
5.945572,87.71169,111.2916,FALSE,,,5.945572
5.675143,84.57168,120.864,FALSE,,,5.675143
5.496414,80.27415,128.5423,FALSE,,,5.496414
5.059537,72.40124,136.1375,FALSE,,,5.059537
4.327007,65.0088,140.7928,FALSE,,,4.327007
3.435805,53.17942,147.4723,FALSE,,,3.435805
2.825777,117.0114,82.38075,FALSE,,,2.825777
3.455791,122.5823,69.4522,FALSE,,,3.455791
3.925352,128.2269,59.36407,FALSE,,,3.925352
4.624559,137.8914,49.34112,FALSE,,,4.624559
5.719742,154.0989,42.23246,FALSE,,,5.719742
6.584289,177.4073,40.4953,FALSE,,,6.584289
6.877463,148.1664,44.64152,FALSE,,,6.877463
7.286828,129.6604,49.14963,FALSE,,,7.286828
7.892486,115.6086,55.75727,FALSE,,,7.892486
7.941632,107.285,66.65288,FALSE,,,7.941632
7.54147,102.2828,76.91895,FALSE,,,7.54147
7.211834,97.44027,88.22517,FALSE,,,7.211834
7.052965,94.01584,99.05878,FALSE,,,7.052965
6.788957,90.25951,109.8468,FALSE,,,6.788957
6.497212,86.22429,120.9481,FALSE,,,6.497212
5.989036,82.41399,130.8891,FALSE,,,5.989036
5.264165,74.9866,138.8198,FALSE,,,5.264165
4.165229,63.16728,143.1621,FALSE,,,4.165229
3.136939,35.40165,144.5856,FALSE,,,3.136939
3.206522,116.1185,62.24488,FALSE,,,3.206522
3.872408,120.8912,51.90352,FALSE,,,3.872408
4.726345,127.4901,41.66571,FALSE,,,4.726345
5.383979,136.7371,35.2055,FALSE,,,5.383979
5.795921,155.485,30.85688,FALSE,,,5.795921
6.325644,170.3119,29.05922,FALSE,,,6.325644
6.785742,143.9338,31.16481,FALSE,,,6.785742
7.105163,124.9575,37.85497,FALSE,,,7.105163
7.211678,115.6354,47.05021,FALSE,,,7.211678
6.964196,109.0149,57.79694,FALSE,,,6.964196
6.9144,104.2596,68.54411,FALSE,,,6.9144
6.744789,99.98749,82.00797,FALSE,,,6.744789
6.612523,96.03917,94.87544,FALSE,,,6.612523
6.40496,94.2422,103.1279,FALSE,,,6.40496
6.226077,91.06429,116.923,FALSE,,,6.226077
5.793564,86.24013,131.3614,FALSE,,,5.793564
5.388918,81.51299,139.2248,FALSE,,,5.388918
4.805698,74.52108,145.6368,FALSE,,,4.805698
4.090254,57.83145,153.2694,FALSE,,,4.090254
3.390489,21.93219,157.1346,FALSE,,,3.390489
2.501269,31.55226,156.4762,FALSE,,,2.501269
1.771068,98.97374,77.91191,FALSE,,,1.771068
2.418303,100.6839,65.01536,FALSE,,,2.418303
3.427508,102.4803,53.12354,FALSE,,,3.427508
4.174164,106.4185,44.30054,FALSE,,,4.174164
4.720782,114.84,36.9464,FALSE,,,4.720782
5.539848,134.1266,30.0726,FALSE,,,5.539848
6.282308,173.9249,27.74825,FALSE,,,6.282308
6.54977,150.1822,31.59167,FALSE,,,6.54977
6.602491,132.0753,38.03804,FALSE,,,6.602491
6.941509,120.0441,47.45524,FALSE,,,6.941509
6.926104,113.7517,57.66323,FALSE,,,6.926104
6.590488,108.0278,70.34895,FALSE,,,6.590488
6.611268,102.5553,84.23987,FALSE,,,6.611268
6.589095,99.59288,95.02596,FALSE,,,6.589095
6.461763,96.19123,106.6429,FALSE,,,6.461763
6.152973,90.89008,118.3185,FALSE,,,6.152973
5.691204,84.26791,128.7095,FALSE,,,5.691204
5.313793,75.5172,139.3787,FALSE,,,5.313793
4.707338,68.8409,146.9924,FALSE,,,4.707338
4.030724,52.61486,154.0924,FALSE,,,4.030724
3.344275,10.88787,156.3041,FALSE,,,3.344275
2.388308,33.81477,152.2061,FALSE,,,2.388308
1.401661,65.8687,136.0406,FALSE,,,1.401661
1.462923,106.7513,79.60857,FALSE,,,1.462923
2.170055,109.0094,62.06734,FALSE,,,2.170055
2.918857,110.2713,52.09171,FALSE,,,2.918857
3.581328,112.0562,44.73601,FALSE,,,3.581328
4.402112,118.0832,36.645,FALSE,,,4.402112
5.301898,128.7348,30.3874,FALSE,,,5.301898
6.044691,148.5277,26.70389,FALSE,,,6.044691
6.766834,169.1905,27.34011,FALSE,,,6.766834
6.917161,136.8675,33.30759,FALSE,,,6.917161
7.083437,121.8356,41.31606,FALSE,,,7.083437
7.208044,115.27,48.74728,FALSE,,,7.208044
7.031179,110.6395,57.89817,FALSE,,,7.031179
6.789473,106.9332,68.71523,FALSE,,,6.789473
6.457947,104.0754,79.23371,FALSE,,,6.457947
6.068374,102.9379,89.68626,FALSE,,,6.068374
6.037952,99.74551,102.5709,FALSE,,,6.037952
6.090324,95.74678,109.8448,FALSE,,,6.090324
5.84497,92.55412,117.668,FALSE,,,5.84497
5.759075,86.89283,127.4896,FALSE,,,5.759075
5.52995,80.71043,134.2997,FALSE,,,5.52995
5.191929,74.219,140.7197,FALSE,,,5.191929
4.955284,62.82818,147.7298,FALSE,,,4.955284
4.297653,41.59797,152.8327,FALSE,,,4.297653
3.185831,113.51,59.66488,FALSE,,,3.185831
3.96828,120.0906,45.70921,FALSE,,,3.96828
4.885231,126.9772,35.05487,FALSE,,,4.885231
5.554501,137.511,27.69806,FALSE,,,5.554501
6.15557,159.4326,23.86173,FALSE,,,6.15557
6.71529,163.0913,24.60004,FALSE,,,6.71529
6.984142,136.084,30.55172,FALSE,,,6.984142
6.686571,124.8941,38.90152,FALSE,,,6.686571
6.611887,117.5455,47.01081,FALSE,,,6.611887
7.023201,111.2971,55.99334,FALSE,,,7.023201
6.847192,106.6284,67.47771,FALSE,,,6.847192
6.326711,103.7857,76.33789,FALSE,,,6.326711
6.059227,101.7154,84.89184,FALSE,,,6.059227
5.667731,98.91269,96.71729,FALSE,,,5.667731
5.577094,95.67463,105.0333,FALSE,,,5.577094
5.663097,91.96482,112.4781,FALSE,,,5.663097
5.493041,88.10095,122.0032,FALSE,,,5.493041
5.521371,83.09538,131.7094,FALSE,,,5.521371
5.24156,77.50648,141.2742,FALSE,,,5.24156
4.82018,68.31445,149.832,FALSE,,,4.82018
4.557102,52.38295,156.7174,FALSE,,,4.557102
3.11731,115.9443,60.76886,FALSE,,,3.11731
3.943272,115.9888,52.66955,FALSE,,,3.943272
4.75912,118.3092,44.82979,FALSE,,,4.75912
5.243942,124.0636,38.6992,FALSE,,,5.243942
5.755509,134.5794,34.18082,FALSE,,,5.755509
6.584698,156.2348,31.08146,FALSE,,,6.584698
7.16433,171.2171,31.30766,FALSE,,,7.16433
7.129872,146.8734,34.94663,FALSE,,,7.129872
7.180345,130.8189,41.53656,FALSE,,,7.180345
7.278727,120.687,48.78052,FALSE,,,7.278727
7.140944,113.2092,57.02608,FALSE,,,7.140944
7.084893,108.5851,66.29829,FALSE,,,7.084893
6.797624,105.4692,75.10265,FALSE,,,6.797624
6.59426,101.563,85.8822,FALSE,,,6.59426
6.629957,98.14593,96.58816,FALSE,,,6.629957
6.696291,95.69567,104.6476,FALSE,,,6.696291
6.177844,94.31454,113.9985,FALSE,,,6.177844
5.923314,90.73312,123.6191,FALSE,,,5.923314
5.929645,84.62475,130.6614,FALSE,,,5.929645
5.481876,77.27459,138.3551,FALSE,,,5.481876
4.871861,69.41924,142.6555,FALSE,,,4.871861
4.32649,54.92949,146.1305,FALSE,,,4.32649
2.042352,115.9988,92.26846,FALSE,,,2.042352
2.623997,117.6825,71.30665,FALSE,,,2.623997
3.569258,118.4163,56.44876,FALSE,,,3.569258
4.89827,120.4797,44.60205,FALSE,,,4.89827
5.906633,126.3002,37.6732,FALSE,,,5.906633
6.447076,140.854,33.03367,FALSE,,,6.447076
7.116678,173.3396,31.21001,FALSE,,,7.116678
7.771639,150.6003,34.15485,FALSE,,,7.771639
7.808374,130.9998,40.71367,FALSE,,,7.808374
7.230774,121.3332,49.34109,FALSE,,,7.230774
7.00794,116.2861,56.5512,FALSE,,,7.00794
6.942783,111.8552,63.36507,FALSE,,,6.942783
6.64133,106.9793,74.27607,FALSE,,,6.64133
6.509239,102.552,85.66821,FALSE,,,6.509239
6.492377,100.1576,94.25373,FALSE,,,6.492377
6.479289,97.20903,103.3191,FALSE,,,6.479289
6.147256,93.88911,112.9544,FALSE,,,6.147256
5.95193,90.05379,120.562,FALSE,,,5.95193
5.845498,84.22195,129.3665,FALSE,,,5.845498
5.344722,76.99669,138.3951,FALSE,,,5.344722
4.806263,70.01246,142.8521,FALSE,,,4.806263
4.088947,61.71517,147.1669,FALSE,,,4.088947
3.948667,117.4828,42.35223,FALSE,,,3.948667
4.541466,120.6489,37.2975,FALSE,,,4.541466
5.071547,129.2425,33.2906,FALSE,,,5.071547
5.672763,145.9125,30.19435,FALSE,,,5.672763
5.990823,173.4969,29.86907,FALSE,,,5.990823
6.423915,152.876,32.91734,FALSE,,,6.423915
6.558661,136.2946,37.66915,FALSE,,,6.558661
6.380517,128.7646,42.53543,FALSE,,,6.380517
6.4624,121.8506,50.59976,FALSE,,,6.4624
6.590805,116.9617,58.35835,FALSE,,,6.590805
6.405654,111.991,67.07935,FALSE,,,6.405654
6.306049,107.8833,76.3308,FALSE,,,6.306049
6.471502,103.8066,86.11472,FALSE,,,6.471502
6.563035,100.3083,96.82227,FALSE,,,6.563035
6.379533,97.18044,105.7032,FALSE,,,6.379533
6.146162,91.12145,115.1449,FALSE,,,6.146162
5.836222,84.39693,124.0542,FALSE,,,5.836222
5.628882,82.69459,129.9092,FALSE,,,5.628882
5.172904,80.88486,138.768,FALSE,,,5.172904
4.495234,75.34994,144.8802,FALSE,,,4.495234
2.28835,113.0855,70.6825,FALSE,,,2.28835
3.137919,113.3542,57.31193,FALSE,,,3.137919
4.01149,115.0068,48.67184,FALSE,,,4.01149
4.959569,119.0672,41.39219,FALSE,,,4.959569
5.763906,127.5384,36.16536,FALSE,,,5.763906
6.135781,143.3218,32.93499,FALSE,,,6.135781
6.267418,173.6131,32.83666,FALSE,,,6.267418
6.401452,158.7639,35.84825,FALSE,,,6.401452
6.511651,140.5087,40.6156,FALSE,,,6.511651
6.484789,129.1241,46.05068,FALSE,,,6.484789
6.149298,120.9279,53.21061,FALSE,,,6.149298
5.897369,114.682,61.74548,FALSE,,,5.897369
5.784385,110.4032,68.26092,FALSE,,,5.784385
